cx,cy,cz,a,b,theta,z,E,Ei0,Eip1,Eip2,Eip3,Eip4,Eit1,Eit2,Eit3,Eit4,Ei0_,Eip1_,Eip2_,Eip3_,Eip4_,Eit1_,Eit2_,Eit3_,Eit4_,status,file_name,machine_type
-2.5,0.2,9.4,7.0,4.8,45,-1.3,-3.1075782398838783,-0.7876988702628296,-0.0260353899211622,-0.3106663957587443,-0.0096655365196056,-0.3657962868455797,-0.0311659116414375,-0.0846222335239872,-1.3250256431056189,-0.3983646833512466,-0.5149805142427795,-0.0293404851108789,-0.3043442325433716,-0.0120481920312158,-0.1762142206425778,-0.0311659116414375,-0.0846247435838449,-1.325038193288492,-0.3983590357529465,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-2.5_cy=0.2_cz=9.4.log,3
-2.4,0.2,9.4,7.0,4.8,45,-1.3,-3.073253442737041,-0.7994910381385125,-0.026644702127669,-0.3255082622636109,-0.0100991459330543,-0.338351509446511,-0.0327346866542939,-0.09065825221478,-1.3434963999607137,-0.3891553465800825,-0.4115957316826097,-0.0299504247377626,-0.3182423239923082,-0.0126286387094296,-0.1618982074724044,-0.0327346866542939,-0.0906607623037416,-1.3435064401419368,-0.389150326460367,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-2.4_cy=0.2_cz=9.4.log,3
-2.3,0.1,9.5,7.0,4.8,45,-1.3,-2.975601905447548,-0.773241039889399,-0.0248368457541801,-0.355476257391274,-0.0102629260509274,-0.2912167233007494,-0.0321190993126947,-0.0961972830409649,-1.2885886474396102,-0.3263070825196337,-0.4811426649976056,-0.0276185976690612,-0.3487957859179005,-0.0128928204649128,-0.1392978073272388,-0.0321190993126947,-0.0962004205503035,-1.2885892750055064,-0.3263014349504374,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-2.3_cy=0.1_cz=9.5.log,3
-2.2,0.0,9.7,7.0,4.8,45,-1.3,-2.8271383733226685,-0.7221510582021438,-0.0218756261165253,-0.3682103177998215,-0.0101142061757855,-0.227935477392748,-0.02987449610373,-0.0970281062473077,-1.192873919615522,-0.2430967465334106,-0.6658050527912565,-0.0239658619393594,-0.3631337619153783,-0.0127560232649557,-0.1125903541978914,-0.02987449610373,-0.0970312437857501,-1.1928676445386373,-0.2430923539213836,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-2.2_cy=0.0_cz=9.7.log,3
-2.1,1.8,8.7,7.0,4.8,45,-1.3,-2.8736240002326667,-1.0600670757412445,-0.0906331518199294,-0.1219578235468361,-0.0130315001588314,-0.2632435825362336,-0.0691773298603948,-0.0748732381616719,-0.7353588886617217,-0.6862995293922722,-0.6704712171340361,-0.1111433161713648,-0.1167256450862623,-0.0158019568189047,-0.152749739238061,-0.0691779573680833,-0.0748732381616719,-0.7353695563797373,-0.686293254228076,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-2.1_cy=1.8_cz=8.7.log,3
-2.0,1.9,8.7,7.0,4.8,45,-1.3,-2.8286481623799773,-1.0606625827495009,-0.0988478852377738,-0.1155252185417339,-0.0135197029449045,-0.2304969731776509,-0.0744189209653996,-0.0755427913391031,-0.6512907464639284,-0.6984801259823143,-0.7543504788482096,-0.1203790083527565,-0.1108872921322472,-0.0163930712151341,-0.1367651769833173,-0.074419548473088,-0.0755434188467916,-0.6512995316297747,-0.6984738508763257,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-2.0_cy=1.9_cz=8.7.log,3
-1.9,2.0,8.6,7.0,4.8,45,-1.3,-2.821631345505012,-1.1178168210026342,-0.1187029291177168,-0.1131275028456002,-0.0144308474264107,-0.2146705435006879,-0.0854988650244195,-0.0788861646142322,-0.6067017684108578,-0.661114415503107,-0.7989099639526103,-0.1450407788506709,-0.108457573398482,-0.0174654858419671,-0.1302371904894244,-0.0855007475183811,-0.0788874196296092,-0.6067105535184965,-0.6611031203647144,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-1.9_cy=2.0_cz=8.6.log,3
-1.8,2.1,8.6,7.0,4.8,45,-1.3,-2.810739968146663,-1.1175595419481397,-0.1298700971237849,-0.1068542853463441,-0.0149623483885079,-0.187882769096177,-0.0923845322395209,-0.079298438708065,-0.5333301616483368,-0.684486025449587,-0.8902409068541601,-0.1571008935279678,-0.1027754702954553,-0.0181017810245975,-0.117133526597172,-0.0923864147625863,-0.079299693723442,-0.5333383192773908,-0.6844747302820906,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-1.8_cy=2.1_cz=8.6.log,3
-1.7,2.2,8.5,7.0,4.8,45,-1.3,-2.837903934909264,-1.1731857934209984,-0.1572107078100089,-0.1041898778639733,-0.0159663644153624,-0.1742519968829583,-0.1068649530352559,-0.0824723842670209,-0.4928789845434949,-0.6493573881743941,-0.9670631911430974,-0.1898180099669844,-0.1001920116832479,-0.0192720870836637,-0.1115185671369545,-0.1068674630951136,-0.0824736392823979,-0.4928865146648604,-0.6493379353487398,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-1.7_cy=2.2_cz=8.5.log,3
-1.6,2.3,8.5,7.0,4.8,45,-1.3,-2.8493541098287096,-1.171711144823348,-0.1721611335524357,-0.0981544867390766,-0.0165411636116914,-0.1527233838278334,-0.1155854594544507,-0.0825960037473123,-0.4308358157868497,-0.6821648660115898,-1.0443956410163082,-0.2053256645740475,-0.0947326747118495,-0.0199535629944875,-0.1006507215206511,-0.1155885969928931,-0.0825972587335854,-0.4308420908928383,-0.6821485506661702,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-1.6_cy=2.3_cz=8.5.log,3
-1.5,-2.4,11.0,7.0,4.8,45,-1.3,-2.279193503723945,-0.208979027782334,-0.0060021331300958,-1.222777908667922,-0.0080208328436128,-0.0378049674327485,-0.0118078556843101,-0.134469117881963,-0.6561413987656124,-0.0234224382729735,-0.2481883626605849,-0.0060749242547899,-1.1311627036775462,-0.0098995977896265,-0.0278168907971121,-0.0118084831919986,-0.13447351049399,-0.6561150433844887,-0.0234218107361812,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-1.5_cy=-2.4_cz=11.0.log,3
-1.4,2.4,8.4,7.0,4.8,45,-1.3,-2.947764306809404,-1.22195085050771,-0.2174422552052419,-0.0967896524234674,-0.0185171926277689,-0.1309023510257247,-0.1464514213730581,-0.0900746679108124,-0.3801311253046151,-0.6937668984173797,-1.1286583112960216,-0.2551430559542496,-0.093589351454284,-0.0223393559572286,-0.08935742394533,-0.1464558138686698,-0.0900765504629816,-0.3801367728447076,-0.6937455630395561,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-1.4_cy=2.4_cz=8.4.log,3
-1.3,-2.3,10.9,7.0,4.8,45,-1.3,-2.462271115073236,-0.2630986277363263,-0.0065392817487008,-1.2659003959270194,-0.0090486941626295,-0.037161142216064,-0.013417418784229,-0.1710454208077862,-0.675515142531367,-0.0249328548379708,-0.3067086902156006,-0.0066214855178259,-1.2212549419200514,-0.011293924995698,-0.0271197272231802,-0.0134167913056444,-0.1710516959137749,-0.675483767001424,-0.0249322273011785,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-1.3_cy=-2.3_cz=10.9.log,3
-1.2,-2.3,10.9,7.0,4.8,45,-1.3,-2.51089153115754,-0.2726926281466149,-0.006581324909348,-1.2576931926014367,-0.0094126500189304,-0.0353614435298368,-0.0137983174354303,-0.1866817149566486,-0.7065059789456427,-0.0244860676757525,-0.3140034939569887,-0.0066591360955499,-1.2187474119709805,-0.0117821277817711,-0.0259236931451596,-0.0137983174354303,-0.1866879900626372,-0.7064815059711691,-0.0244860676757525,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-1.2_cy=-2.3_cz=10.9.log,3
-1.1,-2.2,10.9,7.0,4.8,45,-1.3,-2.5922591839917004,-0.2956551015668083,-0.0068247987655922,-1.2613553409755696,-0.0098920676391571,-0.0343373471987433,-0.0145820773614104,-0.2020864579535555,-0.7240511584386695,-0.0248970867833122,-0.3353940548549872,-0.0069032375467941,-1.265316811593948,-0.0124485433334484,-0.0251662885420955,-0.0145820773614104,-0.2020946155826095,-0.7240342157310806,-0.0248970867542084,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-1.1_cy=-2.2_cz=10.9.log,3
-1.0,-2.2,10.8,7.0,4.8,45,-1.3,-2.697986775121535,-0.3384393608721439,-0.0071661642286926,-1.278817689220887,-0.0106588848866522,-0.0345463079866021,-0.015737950860057,-0.2385215710673947,-0.7189551497867797,-0.0259174180100671,-0.3817331583122723,-0.0072508780285716,-1.3004285060742404,-0.0135065252543427,-0.0251763286651112,-0.0157373233232647,-0.2385309837118256,-0.718932559422683,-0.0259167905314825,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-1.0_cy=-2.2_cz=10.8.log,3
-0.9,-2.1,10.8,7.0,4.8,45,-1.3,-2.773084348125849,-0.3637349165219348,-0.0074316008831374,-1.2883200731885154,-0.0112129761837422,-0.0334707559086382,-0.0166559978970326,-0.2575633620435837,-0.7286796722619329,-0.0262976891244761,-0.4049391055887099,-0.0075138047686778,-1.3324622641084716,-0.0142902852385304,-0.0244032363407313,-0.0166559978970326,-0.2575734021957032,-0.728665866976371,-0.0262976891244761,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-0.9_cy=-2.1_cz=10.8.log,3
-0.8,-2.1,10.7,7.0,4.8,45,-1.3,-2.883624627196696,-0.412570882239379,-0.0078049693838693,-1.2857560673146509,-0.0121071779285557,-0.0335881002247333,-0.0180139295698609,-0.3029285699594766,-0.7284361984056886,-0.0273224129050504,-0.4558351866726298,-0.0078903107787482,-1.3583784271322656,-0.0155465602874755,-0.0243756259442307,-0.0180139295698609,-0.3029404926055576,-0.7284180005954113,-0.0273224128759466,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-0.8_cy=-2.1_cz=10.7.log,3
-0.7,-2.1,10.7,7.0,4.8,45,-1.3,-2.902462163736345,-0.4224265542870853,-0.0078419924830086,-1.2703205763245933,-0.0126248737215064,-0.0319195511983707,-0.0185379004396963,-0.3297809778887313,-0.7280138841306325,-0.0267049430403858,-0.46094876571442,-0.0079166661598719,-1.3452935886161868,-0.0162700793007388,-0.0232856411021202,-0.018537272902904,-0.3297922731144354,-0.7280038439494092,-0.0267049430985935,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-0.7_cy=-2.1_cz=10.7.log,3
-0.6,-1.1,10.1,7.0,4.8,45,-1.3,-3.254066056775628,-0.6170745087438263,-0.0146360432263463,-1.148859113221988,-0.0178024587221443,-0.0481877478887327,-0.0360567245807033,-0.4328582805464975,-0.8302427932503633,-0.0560899813426658,-0.6953620288113598,-0.0148989699082449,-1.1845939251943491,-0.0241083066794089,-0.0321128242067061,-0.0360567245807033,-0.432877733343048,-0.830224595440086,-0.0560893538640812,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-0.6_cy=-1.1_cz=10.1.log,3
-0.5,-1.2,10.1,7.0,4.8,45,-1.3,-3.364630808791844,-0.6366220726631582,-0.0142061989172361,-1.2107981152948923,-0.0185448030242696,-0.0448199018137529,-0.0362681954866275,-0.4833458525827154,-0.8156575782923028,-0.0520594846166204,-0.7036357481265441,-0.0144120221957564,-1.2560422138194554,-0.0252484923694282,-0.0302666898351162,-0.0362681954866275,-0.4833659329160582,-0.8156412630632985,-0.0520588570798281,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-0.5_cy=-1.2_cz=10.1.log,3
-0.4,-1.3,10.1,7.0,4.8,45,-1.3,-3.4623460384318605,-0.6584387128823437,-0.0137769820285029,-1.2554234889394138,-0.0193103652563877,-0.0417162372614257,-0.0364194253634195,-0.5360202970041428,-0.8015680962707847,-0.0483603131724521,-0.7129404664156027,-0.013932604517322,-1.3094489623908885,-0.0264269561157561,-0.0285328797181136,-0.0364194253634195,-0.5360403773374856,-0.8015568011323921,-0.0483596856938675,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-0.4_cy=-1.3_cz=10.1.log,3
-0.3,-1.3,10.0,7.0,4.8,45,-1.3,-3.4699031413765624,-0.5629480060888454,-0.0145550944143906,-1.270889100356726,-0.0210391553118824,-0.0413547914940863,-0.0401493448298424,-0.6110497852205299,-0.8123173425847199,-0.0500250971817877,-0.6046542032854632,-0.0146849890588782,-1.3251348298508674,-0.0291528595844283,-0.0282981909695081,-0.0401493448298424,-0.6110711205401458,-0.8123085574770812,-0.0500244696740992,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-0.3_cy=-1.3_cz=10.0.log,3
-0.2,-1.3,10.0,7.0,4.8,45,-1.3,-3.4728778525750386,-0.5563509935745969,-0.0146015302161686,-1.2770129704731517,-0.0220820769318379,-0.0389231902663596,-0.041665408964036,-0.6513509874348529,-0.7911106421088334,-0.0482442238135263,-0.5848901483113877,-0.0146881265682168,-1.3147106337419243,-0.0308276837458834,-0.0269044912420213,-0.0416647814854513,-0.6513716952758841,-0.7911118971533142,-0.0482442238426301,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-0.2_cy=-1.3_cz=10.0.log,3
-0.1,-1.3,10.0,7.0,4.8,45,-1.3,-3.473313344482449,-0.5551424092554953,-0.0146379257785156,-1.2847369911032729,-0.0231852394645102,-0.0366679193102754,-0.0432323014538269,-0.6907504577829968,-0.7623022855550516,-0.0465223364008124,-0.5696096523315646,-0.014681851491332,-1.3041006946587004,-0.0326336575089953,-0.0255917403264902,-0.0432310464093461,-0.6907686555932742,-0.7623098156764172,-0.0465217088640201,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=-0.1_cy=-1.3_cz=10.0.log,3
0.0,-1.3,10.0,7.0,4.8,45,-1.3,-3.4732289443636546,-0.559608397888951,-0.0146649087546393,-1.293866006541066,-0.0243536630878224,-0.0345758009934797,-0.0448506496904883,-0.7282096672279295,-0.728231002605753,-0.0448512772563844,-0.5595268216857221,-0.014664281217847,-1.2939563679974526,-0.0345764284720644,-0.0243542906246148,-0.0448500222119037,-0.7282253550074529,-0.7282429252809379,-0.0448500221827998,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=0.0_cy=-1.3_cz=10.0.log,3
0.1,-1.3,10.0,7.0,4.8,45,-1.3,-3.4732838514464675,-0.5696824434853625,-0.0146818514331243,-1.3040097056946252,-0.0255917402682825,-0.032632402551826,-0.0465223363717086,-0.7622702825756278,-0.6907636355026625,-0.0432316739170346,-0.5550514203205239,-0.0146372982417233,-1.284824842470698,-0.0366679193102754,-0.0231858669430948,-0.0465217088349163,-0.7622822052217089,-0.6907793233112898,-0.0432310464384499,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=0.1_cy=-1.3_cz=10.0.log,3
0.2,-1.3,10.0,7.0,4.8,45,-1.3,-3.472820121663972,-0.5849522718053777,-0.0146887541050091,-1.3146227823162917,-0.0269051187788136,-0.0308283112826757,-0.0482448513503186,-0.7910642063943669,-0.6513585175853223,-0.0416660365008283,-0.5562537294754293,-0.0146015301579609,-1.2770926642697304,-0.0389225627877749,-0.0220827044104225,-0.0482442238135263,-0.7910704815003555,-0.6513760878297035,-0.041665408964036,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=0.2_cy=-1.3_cz=10.0.log,3
0.3,-1.3,10.0,7.0,4.8,45,-1.3,-3.469814348674845,-0.6047069141059183,-0.0146856165374629,-1.3250532535312232,-0.0282981909695081,-0.0291522321058437,-0.0500244696449954,-0.8122501990001183,-0.6110535502375569,-0.0401505998161155,-0.5628476045967545,-0.0145550944143906,-1.2709606365533546,-0.0413547914940863,-0.0210404103272594,-0.0500238421664107,-0.8122489439847413,-0.6110723755264189,-0.0401499723375309,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=0.3_cy=-1.3_cz=10.0.log,3
0.4,-1.3,10.1,7.0,4.8,45,-1.3,-3.4622487744345563,-0.7129674493626226,-0.0139332320541143,-1.30941068433458,-0.0285322521813213,-0.0264275836525484,-0.0483603131433483,-0.801492795086233,-0.5360202970623504,-0.0364194253343157,-0.6583759618806653,-0.0137763546081259,-1.2554473342897836,-0.041716864798218,-0.0193109927349723,-0.0483596856647636,-0.8014884025033098,-0.5360391223221086,-0.0364187978557311,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=0.4_cy=-1.3_cz=10.1.log,3
0.5,-1.2,10.1,7.0,4.8,45,-1.3,-3.364499659219291,-0.7036608485796023,-0.014412649674341,-1.2560378212365322,-0.0302666898351162,-0.0252478648326359,-0.0520588571089319,-0.8155640793265775,-0.4833433425228577,-0.0362688230234198,-0.6365392413863447,-0.0142061988590285,-1.210784310096642,-0.0448199017555452,-0.0185448030242696,-0.0520588570798281,-0.8155552942480426,-0.4833615403622389,-0.0362681954866275,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=0.5_cy=-1.2_cz=10.1.log,3
0.6,-1.1,10.1,7.0,4.8,45,-1.3,-3.25390164917917,-0.6953821091447026,-0.0148989699082449,-1.1846102404524572,-0.0321128242649138,-0.0241083066794089,-0.0560899813717696,-0.8301342340419069,-0.4328532604558859,-0.0360567245807033,-0.6169684595079161,-0.014635415689554,-1.148820835078368,-0.048188375425525,-0.0178018312435597,-0.056089353893185,-0.8301235663238913,-0.432872085715644,-0.0360567245807033,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=0.6_cy=-1.1_cz=10.1.log,3
0.7,-2.1,10.7,7.0,4.8,45,-1.3,-2.9024414558080025,-0.4609437455947045,-0.0079160386812873,-1.3451461237564215,-0.0232850135653279,-0.0162707067793235,-0.0267055705771781,-0.7279900387802627,-0.3297866254870314,-0.0185379004396963,-0.4224441245896742,-0.0078407374676316,-1.2704467058647424,-0.0319189236033707,-0.0126242461847141,-0.0267055705771781,-0.7279850186314434,-0.3297985481331125,-0.018537272902904,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=0.7_cy=-2.1_cz=10.7.log,3
0.8,-2.1,10.7,7.0,4.8,45,-1.3,-2.8836064293282107,-0.4558314216264989,-0.0078903107205405,-1.358263592759613,-0.0243756259442307,-0.0155471877660602,-0.0273224129050504,-0.7284110979526304,-0.3029342175868805,-0.018013929540757,-0.4125890799914486,-0.0078049693838693,-1.2858533313556109,-0.0335887277615256,-0.012107805465348,-0.0273224129050504,-0.7283979202329647,-0.3029448852175846,-0.018013929540757,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=0.8_cy=-2.1_cz=10.7.log,3
0.9,-2.1,10.8,7.0,4.8,45,-1.3,-2.773071170464391,-0.404935340542579,-0.0075138047686778,-1.3324039057188202,-0.0244026088621467,-0.0142896577017381,-0.0262976890662685,-0.7286570818687323,-0.2575683821050916,-0.0166559979261364,-0.3637524867372121,-0.0074303459259681,-1.2883734115457628,-0.0334701284300535,-0.0112136037205345,-0.0262970615876838,-0.7286470417457167,-0.2575777947495226,-0.0166559979261364,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=0.9_cy=-2.1_cz=10.8.log,3
1.0,-2.2,10.8,7.0,4.8,45,-1.3,-2.697990853950614,-0.3817306482815183,-0.0072508780867792,-1.3003513224248309,-0.0251763286651112,-0.013506525196135,-0.0259167905023787,-0.7189432270824909,-0.2385272186656948,-0.0157379508309531,-0.3384563036379404,-0.0071667917654849,-1.2788948729576075,-0.0345469355233944,-0.0106595123652368,-0.0259174180100671,-0.7189256567799021,-0.2385360037733335,-0.0157373233523685,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.0_cy=-2.2_cz=10.8.log,3
1.1,-2.2,10.9,7.0,4.8,45,-1.3,-2.592272989160847,-0.3353921722737141,-0.0069038650253787,-1.2652866911375895,-0.0251656610053032,-0.0124485433334484,-0.0248983417695853,-0.7240442558540963,-0.2020908505655825,-0.0145833324058912,-0.2956720443326048,-0.0068247987655922,-1.2613961291208398,-0.0343360921833664,-0.0098926951177418,-0.0248977142910007,-0.7240310781344306,-0.2020990081364289,-0.0145827048690989,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.1_cy=-2.2_cz=10.9.log,3
1.2,-2.3,10.9,7.0,4.8,45,-1.3,-2.5109260441095103,-0.3140009839262347,-0.0066597636323422,-1.2187135264393874,-0.0259230655501596,-0.0117815002449788,-0.0244866952125448,-0.7065160190395545,-0.1866854800318833,-0.0137983173481188,-0.272707688389346,-0.0065806973725557,-1.2577496684680227,-0.0353614435298368,-0.0094132775557227,-0.0244860677339602,-0.7064971937215887,-0.1866930101532489,-0.0137976898695342,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.2_cy=-2.3_cz=10.9.log,3
1.3,-2.3,10.9,7.0,4.8,45,-1.3,-2.4623228845448466,-0.3067074351711198,-0.0066227405332028,-1.221250549366232,-0.0271190996281802,-0.0112932974589057,-0.0249328548088669,-0.6755396153603215,-0.1710491858539171,-0.0134174188133329,-0.2631130605004728,-0.0065386542119085,-1.2659342814004049,-0.0371617697528563,-0.0090480666258372,-0.0249328548088669,-0.6755132600374054,-0.1710548334231134,-0.0134167913347482,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.3_cy=-2.3_cz=10.9.log,3
1.4,2.4,8.4,7.0,4.8,45,-1.3,-2.9478458830999443,-1.1286664688959718,-0.2551424284174572,-0.0935912339482456,-0.0893536589574068,-0.0223399835522286,-0.693808941548923,-0.3801323802617844,-0.0900727853877469,-0.1464545588823966,-1.221986618562369,-0.217454177851323,-0.0967871423927135,-0.1309205488942098,-0.0185178200481459,-0.693790116260061,-0.3801392829336691,-0.0900740404322277,-0.1464595789730083,Done,C6_a=7.0_b=4.8_theta=45_z=-1.3_cx=1.4_cy=2.4_cz=8.4.log,3
