cx,cy,cz,a,b,theta,A1,A2,status
0,4.9,7,5.9,7.9,72,-14,29,NotYet
0,4.9,7,5.9,8,72,-14,29,NotYet
0,4.9,7,6,7.9,72,-14,29,NotYet
0,4.9,7,6,8,72,-14,29,NotYet
0,4.9,7,5.8,7.9,73,-16,29,NotYet
0,4.9,7,5.8,8,73,-16,29,NotYet
0,4.9,7,5.9,7.9,73,-16,29,NotYet
0,4.9,7,5.9,8,73,-16,29,NotYet
0,4.9,7,6,7.9,73,-16,29,NotYet
0,4.9,7,6,8,73,-16,29,NotYet
0,4.9,7,5.8,7.9,73,-15,29,NotYet
0,4.9,7,5.8,8,73,-15,29,NotYet
0,4.9,7,5.9,7.9,73,-15,29,NotYet
0,4.9,7,6,7.9,73,-15,29,NotYet
0,4.9,7,6,8,73,-15,29,NotYet
0,4.9,7,5.8,7.9,73,-14,29,NotYet
0,4.9,7,5.8,8,73,-14,29,NotYet
0,4.9,7,5.9,7.9,73,-14,29,NotYet
0,4.9,7,5.9,8,73,-14,29,NotYet
0,4.9,7,6,7.9,73,-14,29,NotYet
0,4.9,7,6,8,73,-14,29,NotYet
0,4.9,7,5.8,7.9,74,-16,29,NotYet
0,4.9,7,5.8,8,74,-16,29,NotYet
0,4.9,7,5.9,7.9,74,-16,29,NotYet
0,4.9,7,5.9,8,74,-16,29,NotYet
0,4.9,7,6,7.9,74,-16,29,NotYet
0,4.9,7,6,8,74,-16,29,NotYet
0,4.9,7,5.8,7.9,74,-15,29,NotYet
0,4.9,7,5.8,8,74,-15,29,NotYet
0,4.9,7,5.9,7.9,74,-15,29,NotYet
0,4.9,7,5.9,8,74,-15,29,NotYet
0,4.9,7,6,7.9,74,-15,29,NotYet
0,4.9,7,6,8,74,-15,29,NotYet
0,4.9,7,5.8,7.9,74,-14,29,NotYet
0,4.9,7,5.8,8,74,-14,29,NotYet
0,4.9,7,5.9,7.9,74,-14,29,NotYet
0,4.9,7,5.9,8,74,-14,29,NotYet
0,4.9,7,6,7.9,74,-14,29,NotYet
0,4.9,7,6,8,74,-14,29,NotYet
0,4.9,7,5.9,8,71,-16,29,NotYet
0,4.9,7,5.9,8.1,71,-16,29,NotYet
0,4.9,7,5.9,8.2,71,-16,29,NotYet
0,4.9,7,6,8,71,-16,29,NotYet
0,4.9,7,6,8.1,71,-16,29,NotYet
0,4.9,7,6,8.2,71,-16,29,NotYet
0,4.9,7,6.1,8,71,-16,29,NotYet
0,4.9,7,6.1,8.1,71,-16,29,NotYet
0,4.9,7,6.1,8.2,71,-16,29,NotYet
0,4.9,7,5.9,8,71,-15,29,NotYet
0,4.9,7,5.9,8.1,71,-15,29,NotYet
0,4.9,7,5.9,8.2,71,-15,29,NotYet
0,4.9,7,6,8,71,-15,29,NotYet
0,4.9,7,6,8.1,71,-15,29,NotYet
0,4.9,7,6,8.2,71,-15,29,NotYet
0,4.9,7,6.1,8,71,-15,29,NotYet
0,4.9,7,6.1,8.1,71,-15,29,NotYet
0,4.9,7,6.1,8.2,71,-15,29,NotYet
0,4.9,7,5.9,8,71,-14,29,NotYet
0,4.9,7,5.9,8.1,71,-14,29,NotYet
0,4.9,7,5.9,8.2,71,-14,29,NotYet
0,4.9,7,6,8,71,-14,29,NotYet
0,4.9,7,6,8.1,71,-14,29,NotYet
0,4.9,7,6,8.2,71,-14,29,NotYet
0,4.9,7,6.1,8,71,-14,29,NotYet
0,4.9,7,6.1,8.1,71,-14,29,NotYet
0,4.9,7,6.1,8.2,71,-14,29,NotYet
0,4.9,7,5.9,8.2,72,-16,29,NotYet
0,4.9,7,6,8.2,72,-16,29,NotYet
0,4.9,7,6.1,8,72,-16,29,NotYet
0,4.9,7,6.1,8.1,72,-16,29,NotYet
0,4.9,7,6.1,8.2,72,-16,29,NotYet
0,4.9,7,5.9,8.2,72,-15,29,NotYet
0,4.9,7,6,8.2,72,-15,29,NotYet
0,4.9,7,6.1,8,72,-15,29,NotYet
0,4.9,7,6.1,8.1,72,-15,29,NotYet
0,4.9,7,6.1,8.2,72,-15,29,NotYet
0,4.9,7,5.9,8.2,72,-14,29,NotYet
0,4.9,7,6,8.2,72,-14,29,NotYet
0,4.9,7,6.1,8,72,-14,29,NotYet
0,4.9,7,6.1,8.1,72,-14,29,NotYet
0,4.9,7,6.1,8.2,72,-14,29,NotYet
0,4.9,7,5.9,8.2,73,-16,29,NotYet
0,4.9,7,6,8.2,73,-16,29,NotYet
0,4.9,7,6.1,8,73,-16,29,NotYet
0,4.9,7,6.1,8.1,73,-16,29,NotYet
0,4.9,7,6.1,8.2,73,-16,29,NotYet
0,4.9,7,5.9,8.2,73,-15,29,NotYet
0,4.9,7,6,8.2,73,-15,29,NotYet
0,4.9,7,6.1,8,73,-15,29,NotYet
0,4.9,7,6.1,8.1,73,-15,29,NotYet
0,4.9,7,6.1,8.2,73,-15,29,NotYet
0,4.9,7,5.9,8.2,73,-14,29,NotYet
0,4.9,7,6,8.2,73,-14,29,NotYet
0,4.9,7,6.1,8,73,-14,29,NotYet
0,4.9,7,6.1,8.1,73,-14,29,NotYet
0,4.9,7,6.1,8.2,73,-14,29,NotYet
0,4.9,7,6,7.9,70,-15,29,NotYet
0,4.9,7,6,8,70,-15,29,NotYet
0,4.9,7,6,8.1,70,-15,29,NotYet
0,4.9,7,6.1,7.9,70,-15,29,NotYet
0,4.9,7,6.1,8,70,-15,29,NotYet
0,4.9,7,6.1,8.1,70,-15,29,NotYet
0,4.9,7,6.2,7.9,70,-15,29,NotYet
0,4.9,7,6.2,8,70,-15,29,NotYet
0,4.9,7,6.2,8.1,70,-15,29,NotYet
0,4.9,7,6,7.9,70,-14,29,NotYet
0,4.9,7,6,8,70,-14,29,NotYet
0,4.9,7,6,8.1,70,-14,29,NotYet
0,4.9,7,6.1,7.9,70,-14,29,NotYet
0,4.9,7,6.1,8,70,-14,29,NotYet
0,4.9,7,6.1,8.1,70,-14,29,NotYet
0,4.9,7,6.2,7.9,70,-14,29,NotYet
0,4.9,7,6.2,8,70,-14,29,NotYet
0,4.9,7,6.2,8.1,70,-14,29,NotYet
0,4.9,7,6,7.9,70,-13,29,NotYet
0,4.9,7,6,8,70,-13,29,NotYet
0,4.9,7,6,8.1,70,-13,29,NotYet
0,4.9,7,6.1,7.9,70,-13,29,NotYet
0,4.9,7,6.1,8,70,-13,29,NotYet
0,4.9,7,6.1,8.1,70,-13,29,NotYet
0,4.9,7,6.2,7.9,70,-13,29,NotYet
0,4.9,7,6.2,8,70,-13,29,NotYet
0,4.9,7,6.2,8.1,70,-13,29,NotYet
0,4.9,7,6,7.9,71,-15,29,NotYet
0,4.9,7,6.1,7.9,71,-15,29,NotYet
0,4.9,7,6.2,7.9,71,-15,29,NotYet
0,4.9,7,6.2,8,71,-15,29,NotYet
0,4.9,7,6.2,8.1,71,-15,29,NotYet
0,4.9,7,6,7.9,71,-14,29,NotYet
0,4.9,7,6.1,7.9,71,-14,29,NotYet
0,4.9,7,6.2,7.9,71,-14,29,NotYet
0,4.9,7,6.2,8,71,-14,29,NotYet
0,4.9,7,6.2,8.1,71,-14,29,NotYet
0,4.9,7,6,7.9,71,-13,29,NotYet
0,4.9,7,6,8,71,-13,29,NotYet
0,4.9,7,6,8.1,71,-13,29,NotYet
0,4.9,7,6.1,7.9,71,-13,29,NotYet
0,4.9,7,6.1,8,71,-13,29,NotYet
0,4.9,7,6.1,8.1,71,-13,29,NotYet
0,4.9,7,6.2,7.9,71,-13,29,NotYet
0,4.9,7,6.2,8,71,-13,29,NotYet
0,4.9,7,6.2,8.1,71,-13,29,NotYet
0,4.9,7,6.1,7.9,72,-15,29,NotYet
0,4.9,7,6.2,7.9,72,-15,29,NotYet
0,4.9,7,6.2,8,72,-15,29,NotYet
0,4.9,7,6.2,8.1,72,-15,29,NotYet
0,4.9,7,6.1,7.9,72,-14,29,NotYet
0,4.9,7,6.2,7.9,72,-14,29,NotYet
0,4.9,7,6.2,8,72,-14,29,NotYet
0,4.9,7,6.2,8.1,72,-14,29,NotYet
0,4.9,7,6,7.9,72,-13,29,NotYet
0,4.9,7,6,8,72,-13,29,NotYet
0,4.9,7,6,8.1,72,-13,29,NotYet
0,4.9,7,6.1,7.9,72,-13,29,NotYet
0,4.9,7,6.1,8,72,-13,29,NotYet
0,4.9,7,6.1,8.1,72,-13,29,NotYet
0,4.9,7,6.2,7.9,72,-13,29,NotYet
0,4.9,7,6.2,8,72,-13,29,NotYet
0,4.9,7,6.2,8.1,72,-13,29,NotYet
0,4.9,7,6,8,69,-15,29,NotYet
0,4.9,7,6,8.1,69,-15,29,NotYet
0,4.9,7,6,8.2,69,-15,29,NotYet
0,4.9,7,6.1,8,69,-15,29,NotYet
0,4.9,7,6.1,8.1,69,-15,29,NotYet
0,4.9,7,6.1,8.2,69,-15,29,NotYet
0,4.9,7,6.2,8,69,-15,29,NotYet
0,4.9,7,6.2,8.1,69,-15,29,NotYet
0,4.9,7,6.2,8.2,69,-15,29,NotYet
0,4.9,7,6,8,69,-14,29,NotYet
0,4.9,7,6,8.1,69,-14,29,NotYet
0,4.9,7,6,8.2,69,-14,29,NotYet
0,4.9,7,6.1,8,69,-14,29,NotYet
0,4.9,7,6.1,8.1,69,-14,29,NotYet
0,4.9,7,6.1,8.2,69,-14,29,NotYet
0,4.9,7,6.2,8,69,-14,29,NotYet
0,4.9,7,6.2,8.1,69,-14,29,NotYet
0,4.9,7,6.2,8.2,69,-14,29,NotYet
0,4.9,7,6,8,69,-13,29,NotYet
0,4.9,7,6,8.1,69,-13,29,NotYet
0,4.9,7,6,8.2,69,-13,29,NotYet
0,4.9,7,6.1,8,69,-13,29,NotYet
0,4.9,7,6.1,8.1,69,-13,29,NotYet
0,4.9,7,6.1,8.2,69,-13,29,NotYet
0,4.9,7,6.2,8,69,-13,29,NotYet
0,4.9,7,6.2,8.1,69,-13,29,NotYet
0,4.9,7,6.2,8.2,69,-13,29,NotYet
0,4.9,7,6,8.2,70,-15,29,NotYet
0,4.9,7,6.1,8.2,70,-15,29,NotYet
0,4.9,7,6.2,8.2,70,-15,29,NotYet
0,4.9,7,6,8.2,70,-14,29,NotYet
0,4.9,7,6.1,8.2,70,-14,29,NotYet
0,4.9,7,6.2,8.2,70,-14,29,NotYet
0,4.9,7,6,8.2,70,-13,29,NotYet
0,4.9,7,6.1,8.2,70,-13,29,NotYet
0,4.9,7,6.2,8.2,70,-13,29,NotYet
0,4.9,7,6.2,8.2,71,-15,29,NotYet
0,4.9,7,6.2,8.2,71,-14,29,NotYet
0,4.9,7,6,8.2,71,-13,29,NotYet
0,4.9,7,6.1,8.2,71,-13,29,NotYet
0,4.9,7,6.2,8.2,71,-13,29,NotYet
0,4.9,7,6,8,68,-14,29,NotYet
0,4.9,7,6,8.1,68,-14,29,NotYet
0,4.9,7,6,8.2,68,-14,29,NotYet
0,4.9,7,6.1,8,68,-14,29,NotYet
0,4.9,7,6.1,8.1,68,-14,29,NotYet
0,4.9,7,6.1,8.2,68,-14,29,NotYet
0,4.9,7,6.2,8,68,-14,29,NotYet
0,4.9,7,6.2,8.1,68,-14,29,NotYet
0,4.9,7,6.2,8.2,68,-14,29,NotYet
0,4.9,7,6,8,68,-13,29,NotYet
0,4.9,7,6,8.1,68,-13,29,NotYet
0,4.9,7,6,8.2,68,-13,29,NotYet
0,4.9,7,6.1,8,68,-13,29,NotYet
0,4.9,7,6.1,8.1,68,-13,29,NotYet
0,4.9,7,6.1,8.2,68,-13,29,NotYet
0,4.9,7,6.2,8,68,-13,29,NotYet
0,4.9,7,6.2,8.1,68,-13,29,NotYet
0,4.9,7,6.2,8.2,68,-13,29,NotYet
0,4.9,7,6,8,68,-12,29,NotYet
0,4.9,7,6,8.1,68,-12,29,NotYet
0,4.9,7,6,8.2,68,-12,29,NotYet
0,4.9,7,6.1,8,68,-12,29,NotYet
0,4.9,7,6.1,8.1,68,-12,29,NotYet
0,4.9,7,6.1,8.2,68,-12,29,NotYet
0,4.9,7,6.2,8,68,-12,29,NotYet
0,4.9,7,6.2,8.1,68,-12,29,NotYet
0,4.9,7,6.2,8.2,68,-12,29,NotYet
0,4.9,7,6,8,69,-12,29,NotYet
0,4.9,7,6,8.1,69,-12,29,NotYet
0,4.9,7,6,8.2,69,-12,29,NotYet
0,4.9,7,6.1,8,69,-12,29,NotYet
0,4.9,7,6.1,8.1,69,-12,29,NotYet
0,4.9,7,6.1,8.2,69,-12,29,NotYet
0,4.9,7,6.2,8,69,-12,29,NotYet
0,4.9,7,6.2,8.1,69,-12,29,NotYet
0,4.9,7,6.2,8.2,69,-12,29,NotYet
0,4.9,7,6,8,70,-12,29,NotYet
0,4.9,7,6,8.1,70,-12,29,NotYet
0,4.9,7,6,8.2,70,-12,29,NotYet
0,4.9,7,6.1,8,70,-12,29,NotYet
0,4.9,7,6.1,8.1,70,-12,29,NotYet
0,4.9,7,6.1,8.2,70,-12,29,NotYet
0,4.9,7,6.2,8,70,-12,29,NotYet
0,4.9,7,6.2,8.1,70,-12,29,NotYet
0,4.9,7,6.2,8.2,70,-12,29,NotYet
