cx,cy,cz,a,b,theta,Rt,Rp,A1,A2,E,E_i01,E_ip1,E_ip2,E_i02,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
1.7,-1,13,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.226831995,-1.279324717,-0.151283876,-0.26353914,-1.786758169,-0.083954563,-0.29715736,-0.104729536,-0.153367209,-1.722725793,-1.315000543,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.7_cy=-1.0_cz=13.0.log
1.7,-0.9,13,7.4,5.75,25,1.7,1.5,-0.6,-1.8,-5.10811024,-1.371346549,-0.145530864,-0.289229399,-1.733283022,-0.079154111,-0.314900833,-0.10353915,-0.157092736,-1.557691918,-1.323064047,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.6_A2=-1.8_cx=1.7_cy=-0.9_cz=13.0.log
1.6,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.518043071,-1.321297606,-0.146360432,-0.240238439,-1.738237841,-0.082772334,-0.274741448,-0.103899341,-0.149685608,-1.895590366,-1.467043706,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.6_cy=-1.1_cz=13.1.log
1.6,-1,13.1,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.513455973,-1.390741628,-0.14090486,-0.263453799,-1.695985082,-0.078200296,-0.291093104,-0.10276041,-0.153451295,-1.871697295,-1.455357588,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.6_cy=-1.0_cz=13.1.log
1.5,-1,13.1,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.496515085,-1.185106601,-0.141593866,-0.274381257,-1.599456474,-0.081194774,-0.296359168,-0.106494095,-0.160225266,-1.940325554,-1.500424101,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.5_cy=-1.0_cz=13.1.log
1.5,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.482057882,-1.119876936,-0.147114699,-0.250276088,-1.670588497,-0.085884784,-0.279418908,-0.107711464,-0.156189749,-1.922284013,-1.519292699,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.5_cy=-1.1_cz=13.1.log
1.6,-1,13.2,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.474216517,-1.496022746,-0.132028104,-0.245934974,-1.661773237,-0.070342616,-0.279449028,-0.097605415,-0.146819142,-1.860255278,-1.426761329,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.6_cy=-1.0_cz=13.2.log
1.6,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.468511196,-1.44735307,-0.137005513,-0.22435616,-1.681330214,-0.074199292,-0.263835325,-0.098669045,-0.143237943,-1.863231558,-1.449332864,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.6_cy=-1.1_cz=13.2.log
1.5,-1,13.2,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.459402888,-1.370513215,-0.132536387,-0.256193508,-1.608861594,-0.073013298,-0.28426956,-0.101040405,-0.153168288,-1.901899351,-1.440601062,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.5_cy=-1.0_cz=13.2.log
1.6,-1.2,13.1,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.45245196,-1.22708451,-0.151969117,-0.219220619,-1.767074435,-0.087630517,-0.259366198,-0.104987443,-0.145937491,-1.879931481,-1.465422848,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.6_cy=-1.2_cz=13.1.log
1.5,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.434408537,-1.326002676,-0.137582822,-0.233797676,-1.649856822,-0.076986692,-0.268151338,-0.102169296,-0.14933734,-1.869869986,-1.466842903,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.5_cy=-1.1_cz=13.2.log
1.7,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.414941295,-1.471384193,-0.145392812,-0.230284875,-1.770890951,-0.079833077,-0.269835575,-0.100210837,-0.143453179,-1.819003398,-1.36846314,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.7_cy=-1.1_cz=13.1.log
1.5,-1.2,13.1,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.410062405,-1.029187936,-0.1527899,-0.228457566,-1.725988845,-0.090832072,-0.26356424,-0.108874868,-0.152166155,-1.876958339,-1.526652764,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.5_cy=-1.2_cz=13.1.log
1.6,-1.2,13.2,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.405679875,-1.37831944,-0.14214984,-0.205149334,-1.690390203,-0.07842871,-0.249132765,-0.099684356,-0.139679961,-1.832300962,-1.46222945,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.6_cy=-1.2_cz=13.2.log
1.6,-1.1,13,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.404729825,-1.055572222,-0.156302701,-0.257011781,-1.756000139,-0.092324291,-0.285941247,-0.109395073,-0.156357922,-1.899650983,-1.437749657,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.6_cy=-1.1_cz=13.0.log
1.7,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.393767225,-1.529535545,-0.136248736,-0.215012537,-1.686645223,-0.071582576,-0.259279602,-0.095267313,-0.137400217,-1.814526741,-1.397420844,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.7_cy=-1.1_cz=13.2.log
1.6,-1,13,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.39125342,-1.154447717,-0.150357671,-0.281882512,-1.682512442,-0.087108428,-0.30309486,-0.108175194,-0.160315627,-1.849462105,-1.443598678,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.6_cy=-1.0_cz=13.0.log
1.7,-1.2,13.1,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.372885575,-1.378255434,-0.15092996,-0.210082818,-1.778462487,-0.084603408,-0.254953548,-0.101233678,-0.13995732,-1.846387306,-1.356663442,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.7_cy=-1.2_cz=13.1.log
1.7,-1,13.1,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.372820314,-1.541067923,-0.140026346,-0.252638036,-1.752506163,-0.075376501,-0.285627492,-0.099137167,-0.146957195,-1.737329206,-1.365775515,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.7_cy=-1.0_cz=13.1.log
1.5,-1,13,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.371247146,-0.840368922,-0.15124497,-0.293531608,-1.525624902,-0.090437996,-0.308806456,-0.112243341,-0.167515677,-1.953855924,-1.532624776,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.5_cy=-1.0_cz=13.0.log
1.5,-1.1,13,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.367788939,-0.746484641,-0.157266556,-0.267669411,-1.637852556,-0.095758026,-0.291025333,-0.113544797,-0.163280612,-1.954099398,-1.53883587,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.5_cy=-1.1_cz=13.0.log
1.7,-1,13.2,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.363225058,-1.578895481,-0.131351648,-0.235776842,-1.684123888,-0.067851401,-0.274406358,-0.094265807,-0.140731668,-1.762349912,-1.379674861,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.7_cy=-1.0_cz=13.2.log
1.5,-1.2,13.2,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.363115872,-1.260145502,-0.142781115,-0.213845368,-1.678111087,-0.081322786,-0.252999482,-0.103250495,-0.145518314,-1.814816651,-1.484927741,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.5_cy=-1.2_cz=13.2.log
1.7,-1.2,13.2,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.354776891,-1.461335248,-0.141306467,-0.196586333,-1.681183376,-0.075710337,-0.245075286,-0.096228659,-0.134087592,-1.819559371,-1.404302747,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.7_cy=-1.2_cz=13.2.log
1.6,-1.2,13,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.334329478,-0.927671878,-0.162414648,-0.234329804,-1.812737083,-0.097747233,-0.269883266,-0.110559104,-0.152410884,-1.904191018,-1.414776516,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.6_cy=-1.2_cz=13.0.log
1.5,-1.2,13,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.293922227,-0.622419639,-0.163540401,-0.24413151,-1.73035757,-0.101276349,-0.274420163,-0.114784129,-0.159053077,-1.92240073,-1.529611473,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.5_cy=-1.2_cz=13.0.log
1.7,-1.1,13,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.268727073,-1.30080313,-0.155126747,-0.246425687,-1.827979301,-0.089071279,-0.280652593,-0.105393442,-0.149721376,-1.786729931,-1.276852956,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.7_cy=-1.1_cz=13.0.log
1.7,-1.2,13,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.221673235,-1.174664834,-0.161143313,-0.224607164,-1.855268456,-0.094410134,-0.265120465,-0.106481544,-0.14604605,-1.842541298,-1.23899716,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.7_cy=-1.2_cz=13.0.log
1.7,-1,13,7.4,5.75,25,1.7,1.5,-0.7,-2.1,-5.216672608,-1.399061155,-0.149267059,-0.270345113,-1.786758169,-0.083954563,-0.29715736,-0.104250746,-0.15340737,-1.668802604,-1.296940178,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.7_A2=-2.1_cx=1.7_cy=-1.0_cz=13.0.log
1.6,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.5444945,-1.414500411,-0.144510533,-0.246400587,-1.738237841,-0.082772334,-0.274741448,-0.103436866,-0.149774714,-1.884861827,-1.455839515,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.6_cy=-1.1_cz=13.1.log
1.5,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.531408406,-1.225592291,-0.145309981,-0.256709321,-1.670588497,-0.085884784,-0.279418908,-0.107231419,-0.156307093,-1.924612076,-1.511505927,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.5_cy=-1.1_cz=13.1.log
1.5,-1,13.1,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.525659787,-1.274438925,-0.139845624,-0.281509771,-1.599456474,-0.081194774,-0.296359168,-0.106023462,-0.160315,-1.931762552,-1.491156406,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.5_cy=-1.0_cz=13.1.log
1.6,-1,13.1,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.514928111,-1.467498651,-0.139129007,-0.270257262,-1.695985082,-0.078200296,-0.291093104,-0.102305465,-0.153508399,-1.845455454,-1.442577091,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.6_cy=-1.0_cz=13.1.log
1.6,-1.2,13.1,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.502547966,-1.338712264,-0.150069016,-0.2246285,-1.767074435,-0.087630517,-0.259366198,-0.104526223,-0.146054208,-1.881189011,-1.457038059,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.6_cy=-1.2_cz=13.1.log
1.6,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.485423846,-1.506701711,-0.135389048,-0.230013791,-1.681330214,-0.074199292,-0.263835325,-0.098253006,-0.143331442,-1.858365217,-1.439739491,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.6_cy=-1.1_cz=13.2.log
1.5,-1.2,13.1,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.478836873,-1.153372165,-0.15093498,-0.234112686,-1.725988845,-0.090832072,-0.26356424,-0.108391685,-0.152320522,-1.887305351,-1.52141682,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.5_cy=-1.2_cz=13.1.log
1.5,-1,13.2,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.478563906,-1.426188413,-0.131014048,-0.262804953,-1.608861594,-0.073013298,-0.28426956,-0.100613698,-0.153265552,-1.898778117,-1.432830606,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.5_cy=-1.0_cz=13.2.log
1.6,-1,13.2,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.470379293,-1.542723295,-0.130483174,-0.252260275,-1.661773237,-0.070342616,-0.279449028,-0.097188121,-0.146881266,-1.841848527,-1.415945567,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.6_cy=-1.0_cz=13.2.log
1.5,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.470015965,-1.394366126,-0.135995222,-0.239705055,-1.649856822,-0.076986692,-0.268151338,-0.101741961,-0.149462842,-1.87610367,-1.460176864,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.5_cy=-1.1_cz=13.2.log
1.6,-1.1,13,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.445637202,-1.195338779,-0.154228153,-0.263618206,-1.756000139,-0.092324291,-0.285941247,-0.108888673,-0.156437616,-1.881442525,-1.425142981,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.6_cy=-1.1_cz=13.0.log
1.6,-1.2,13.2,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.442124401,-1.452349305,-0.140468113,-0.209989947,-1.690390203,-0.07842871,-0.249132765,-0.099273337,-0.139799188,-1.837738964,-1.454933391,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.6_cy=-1.2_cz=13.2.log
1.5,-1.1,13,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.435873146,-0.902309179,-0.155222129,-0.274578296,-1.637852556,-0.095758026,-0.291025333,-0.113009531,-0.163397329,-1.951158259,-1.529935269,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.5_cy=-1.1_cz=13.0.log
1.5,-1,13,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.415410673,-0.976257468,-0.149268314,-0.301344107,-1.525624902,-0.090437996,-0.308806456,-0.111714978,-0.167602901,-1.93837337,-1.521849802,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.5_cy=-1.0_cz=13.0.log
1.5,-1.2,13.2,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.414527139,-1.343428629,-0.141145824,-0.218911884,-1.678111087,-0.081322786,-0.252999482,-0.102821906,-0.145673936,-1.827819286,-1.480252164,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.5_cy=-1.2_cz=13.2.log
1.7,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.412273123,-1.550357582,-0.143525342,-0.236188489,-1.770890951,-0.079833077,-0.269835575,-0.099772208,-0.143506517,-1.790388314,-1.353290576,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.7_cy=-1.1_cz=13.1.log
1.6,-1.2,13,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.403060648,-1.089807912,-0.160271074,-0.240248479,-1.812737083,-0.097747233,-0.269883266,-0.110050194,-0.152523208,-1.899764562,-1.405375161,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.6_cy=-1.2_cz=13.0.log
1.6,-1,13,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.402797094,-1.273773764,-0.148348384,-0.289321016,-1.682512442,-0.087108428,-0.30309486,-0.107673813,-0.160367711,-1.813633795,-1.429042328,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.6_cy=-1.0_cz=13.0.log
1.7,-1.2,13.1,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.398520613,-1.475163058,-0.148993464,-0.215249735,-1.778462487,-0.084603408,-0.254953548,-0.100791911,-0.140043289,-1.834604551,-1.344368011,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.7_cy=-1.2_cz=13.1.log
1.7,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.386353194,-1.57879759,-0.13460968,-0.220429203,-1.686645223,-0.071582576,-0.259279602,-0.094874492,-0.137462341,-1.794155257,-1.384189168,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.7_cy=-1.1_cz=13.2.log
1.5,-1.2,13,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.385338511,-0.800744176,-0.161365452,-0.250325034,-1.73035757,-0.101276349,-0.274420163,-0.114255138,-0.159195522,-1.928844631,-1.523798848,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.5_cy=-1.2_cz=13.0.log
1.7,-1.2,13.2,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.371138587,-1.524674852,-0.139605915,-0.201192256,-1.681183376,-0.075710337,-0.245075286,-0.095828935,-0.134182346,-1.813867228,-1.393539067,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.7_cy=-1.2_cz=13.2.log
1.7,-1,13.1,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.340231209,-1.604013452,-0.138237943,-0.25914657,-1.752506163,-0.075376501,-0.285627492,-0.09870293,-0.146987942,-1.688045826,-1.349040451,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.7_cy=-1.0_cz=13.1.log
1.7,-1,13.2,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.330656034,-1.616016463,-0.129790403,-0.241843609,-1.684123888,-0.067851401,-0.274406358,-0.093871731,-0.140765553,-1.723788168,-1.365214521,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.7_cy=-1.0_cz=13.2.log
1.7,-1.1,13,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.275147127,-1.421591275,-0.153019569,-0.252758518,-1.827979301,-0.089071279,-0.280652593,-0.104908377,-0.149765929,-1.747956088,-1.259980467,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.7_cy=-1.1_cz=13.0.log
1.7,-1.2,13,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.260944693,-1.317408299,-0.158973383,-0.23027358,-1.855268456,-0.094410134,-0.265120465,-0.105997107,-0.146122606,-1.822910902,-1.22518692,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.7_cy=-1.2_cz=13.0.log
1.7,-1,13,7.4,5.75,25,1.7,1.5,-0.8,-2.4,-5.188129061,-1.499521741,-0.147236436,-0.277429701,-1.786758169,-0.083954563,-0.29715736,-0.103771956,-0.15341741,-1.606686017,-1.278224692,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.8_A2=-2.4_cx=1.7_cy=-1.0_cz=13.0.log
1.5,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.568790432,-1.31591106,-0.143478906,-0.263328296,-1.670588497,-0.085884784,-0.279418908,-0.106746981,-0.156407495,-1.923524601,-1.502806129,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.5_cy=-1.1_cz=13.1.log
1.6,-1.1,13.1,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.557317666,-1.492049352,-0.142654358,-0.252742203,-1.738237841,-0.082772334,-0.274741448,-0.102977528,-0.149839348,-1.869223023,-1.443678999,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.6_cy=-1.1_cz=13.1.log
1.5,-1,13.1,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.543235715,-1.350639974,-0.138089851,-0.288943255,-1.599456474,-0.081194774,-0.296359168,-0.105541534,-0.160379006,-1.918721012,-1.481252415,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.5_cy=-1.0_cz=13.1.log
1.6,-1.2,13.1,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.539183255,-1.433060902,-0.148143816,-0.23030119,-1.767074435,-0.087630517,-0.259366198,-0.104065003,-0.146144569,-1.878791923,-1.447393231,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.6_cy=-1.2_cz=13.1.log
1.5,-1.2,13.1,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.53559829,-1.260539578,-0.14904492,-0.24003136,-1.725988845,-0.090832072,-0.26356424,-0.10790662,-0.152448534,-1.8952239,-1.515018728,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.5_cy=-1.2_cz=13.1.log
1.6,-1,13.1,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.503065662,-1.53084704,-0.137354409,-0.277320514,-1.695985082,-0.078200296,-0.291093104,-0.101848638,-0.153542284,-1.813102921,-1.429171595,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.6_cy=-1.0_cz=13.1.log
1.5,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.496011194,-1.450895991,-0.134393817,-0.245827043,-1.649856822,-0.076986692,-0.268151338,-0.101306469,-0.149563871,-1.879344759,-1.452740243,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.5_cy=-1.1_cz=13.2.log
1.6,-1.1,13.2,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.491238353,-1.554151507,-0.133765052,-0.235879754,-1.681330214,-0.074199292,-0.263835325,-0.097840732,-0.143406743,-1.8491358,-1.429274507,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.6_cy=-1.1_cz=13.2.log
1.5,-1.1,13,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.489751154,-1.039285827,-0.153157621,-0.281699279,-1.637852556,-0.095758026,-0.291025333,-0.112477402,-0.163489573,-1.944367973,-1.520026886,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.5_cy=-1.1_cz=13.0.log
1.5,-1,13.2,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.488462249,-1.472204976,-0.129481668,-0.269651087,-1.608861594,-0.073013298,-0.28426956,-0.100183854,-0.153336461,-1.891696666,-1.424504176,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.5_cy=-1.0_cz=13.2.log
1.6,-1.1,13,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.470332858,-1.315466783,-0.152128504,-0.270424179,-1.756000139,-0.092324291,-0.285941247,-0.108376625,-0.156497229,-1.85777473,-1.411541702,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.6_cy=-1.1_cz=13.0.log
1.6,-1.2,13.2,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.467544203,-1.512837503,-0.138768816,-0.215107918,-1.690390203,-0.07842871,-0.249132765,-0.09885667,-0.1399021,-1.839960977,-1.446491499,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.6_cy=-1.2_cz=13.2.log
1.5,-1.2,13,7.4,5.75,25,1.7,1.5,-0.9,-2.7,-5.462356578,-0.958170119,-0.159218112,-0.256744461,-1.73035757,-0.101276349,-0.274420163,-0.113718617,-0.159320397,-1.932518074,-1.516706103,3,Done,tetracene_a=7.4_b=5.75_theta=25_Rt=1.7_Rp=1.5_A1=-0.9_A2=-2.7_cx=1.5_cy=-1.2_cz=13.0.log
