a,b,theta,A1,A2,phi_r,E,E_p1,E_p2,E_t1,E_t3,E_m,machine_type,status,file_name,phi_b
5.8,8.4,61.5,5,-5,224,-32.28212645,-0.613428676,-8.190549175,-11.19795988,-11.711125,-0.569063719,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.4_phi_r=224_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.6,28.5,2,-6,194,-32.46670224,-9.553776999,-0.563522805,-11.44120158,-11.32790465,0.419703789,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.6_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.6,28.5,2,-6,195,-33.11672102,-9.568216004,-0.562989422,-11.63286823,-11.77198092,0.419333558,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.6_phi_r=195_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.6,28.5,2,-6,196,-33.37826092,-9.580841505,-0.562606641,-11.77388228,-11.87824974,0.417319251,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.6_phi_r=196_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.7,28.5,2,-6,194,-32.82669218,-9.667927343,-0.563522805,-11.53496412,-11.47954871,0.419270806,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.7_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.7,28.5,2,-6,195,-33.43393988,-9.679950435,-0.562989422,-11.72658685,-11.88328237,0.4188692,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.7_phi_r=195_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.7,28.5,2,-6,196,-33.67754554,-9.690454952,-0.562606641,-11.8709518,-11.97043724,0.416905094,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.7_phi_r=196_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.8,28.5,2,-6,194,-32.90049363,-9.559644218,-0.563522805,-11.59645383,-11.59974825,0.418875475,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.8_phi_r=194_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.8,28.5,2,-6,195,-33.46524635,-9.569496125,-0.562989422,-11.78832756,-11.96285692,0.418423668,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.8_phi_r=195_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.8,28.5,2,-6,196,-33.69114368,-9.578205964,-0.562606641,-11.93623167,-12.03058407,0.416484662,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.8_phi_r=196_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.6,28.5,2,-6,196,-33.52010955,-9.580841505,-0.518254234,-11.87952359,-11.95911696,0.41762673,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.6_phi_r=196_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.7,28.5,2,-6,196,-33.73522625,-9.690454952,-0.518254234,-11.93389733,-12.00985741,0.417237674,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.7_phi_r=196_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.8,28.5,2,-6,196,-33.67152771,-9.578205964,-0.518254234,-11.95991389,-12.03198342,0.416829793,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.8_phi_r=196_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.6,28.5,2,-6,196,-33.47979203,-9.580841505,-0.477811214,-11.88991515,-11.94912072,0.41789656,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.6_phi_r=196_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.7,28.5,2,-6,196,-33.62470292,-9.690454952,-0.477811214,-11.90870908,-11.96526655,0.417538879,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.7_phi_r=196_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.8,28.5,2,-6,196,-33.49704228,-9.578205964,-0.477811214,-11.90227082,-11.95591038,0.417156098,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.8_phi_r=196_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.6,28.5,2,-6,197,-33.33372653,-9.591628402,-0.562387012,-11.80754191,-11.78540964,0.413240436,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.6_phi_r=197_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.7,28.5,2,-6,197,-33.63371396,-9.69947227,-0.562387012,-11.91395506,-11.87083257,0.412932956,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.7_phi_r=197_phi_b=0_cx=0_cy=0_cz=0.log,0
7.9,5.8,28.5,2,-6,197,-33.64876793,-9.585836485,-0.562387012,-11.98923744,-11.92390737,0.412600375,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=7.9_b=5.8_phi_r=197_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.6,28.5,2,-6,197,-33.48762963,-9.591628402,-0.518084806,-11.97376304,-11.81758835,0.413434964,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.6_phi_r=197_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.7,28.5,2,-6,197,-33.70317304,-9.69947227,-0.518084806,-12.03431148,-11.86445707,0.413152584,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.7_phi_r=197_phi_b=0_cx=0_cy=0_cz=0.log,0
8,5.8,28.5,2,-6,197,-33.64055382,-9.585836485,-0.518084806,-12.06701102,-11.88246661,0.412845104,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.8_phi_r=197_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.6,28.5,2,-6,197,-33.45723932,-9.591628402,-0.477685712,-12.03230972,-11.76920733,0.413591841,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.6_phi_r=197_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.7,28.5,2,-6,197,-33.60235729,-9.69947227,-0.477685712,-12.05468673,-11.78385341,0.413340837,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.7_phi_r=197_phi_b=0_cx=0_cy=0_cz=0.log,0
8.1,5.8,28.5,2,-6,197,-33.47546849,-9.585836485,-0.477685712,-12.05217041,-11.77283434,0.413058458,3,Done,mono-C9-BTBT_theta=28.5_A1=2_A2=-6_a=8.1_b=5.8_phi_r=197_phi_b=0_cx=0_cy=0_cz=0.log,0
5.6,8.2,61.5,5,-5,224,-31.51810165,-0.724504221,-8.245669653,-10.39217428,-11.58680272,-0.568950767,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.6_b=8.2_phi_r=224_phi_b=0_cx=0_cy=0_cz=0.log,0
5.6,8.3,61.5,5,-5,224,-31.84731222,-0.666139516,-8.245669653,-10.70463661,-11.66222942,-0.568637012,3,Done,mono-C9-BTBT_theta=61.5_A1=5_A2=-5_a=5.6_b=8.3_phi_r=224_phi_b=0_cx=0_cy=0_cz=0.log,0
