a,b,theta,A1,A2,phi_r,E,E_p1,E_p2,E_t1,E_t3,machine_type,status,file_name
5.8,8.0,61.5,5,-5,220.1,-52.74670847272501,-0.4982115646125749,-7.213478454039432,-9.18749941221904,-9.474164805491457,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8_phi_r=220.1_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,219.0,-53.18471045186743,-0.4538466074736789,-7.219772379379719,-9.393730573472569,-9.52500566560775,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=219_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,220.0,-53.05587009806186,-0.455704037216492,-7.214018112397753,-9.303852316224948,-9.554360583191738,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=220_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,220.1,-53.039956444641575,-0.4558922898722812,-7.213478454039432,-9.293423099908978,-9.557184378500096,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=220.1_cx=0_cy=0_cz=0.log
5.9,7.9,61.5,5,-5,219.0,-52.79392232443206,-0.5427082986570895,-7.073468422750011,-9.335372143541464,-9.445412297267469,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=7.9_phi_r=219_cx=0_cy=0_cz=0.log
5.9,7.9,61.5,5,-5,220.0,-52.643734079785645,-0.5448418324813247,-7.068260089727119,-9.217513215262445,-9.491251902421936,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=7.9_phi_r=220_cx=0_cy=0_cz=0.log
5.9,7.9,61.5,5,-5,220.1,-52.62487113010138,-0.5450363607378677,-7.067776907235384,-9.203958999249153,-9.495663297828289,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=7.9_phi_r=220.1_cx=0_cy=0_cz=0.log
5.9,8.0,61.5,5,-5,219.0,-53.15141477086581,-0.4960215548053384,-7.073468422750011,-9.439237598679028,-9.566979809198529,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8_phi_r=219_cx=0_cy=0_cz=0.log
5.9,8.0,61.5,5,-5,220.1,-53.0089574509766,-0.4982115646125749,-7.067776907235384,-9.334769733832218,-9.60372051980812,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8_phi_r=220.1_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-5,219.0,-53.229740569368005,-0.4538466074736789,-7.073468422750011,-9.473098038230091,-9.61445721623022,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.1_phi_r=219_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-5,220.0,-53.12448204215616,-0.455704037216492,-7.068260089727119,-9.400714759831317,-9.637562134303153,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.1_phi_r=220_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-5,220.1,-53.11119138007052,-0.4558922898722812,-7.067776907235384,-9.392180623835884,-9.639745869091712,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.1_phi_r=220.1_cx=0_cy=0_cz=0.log
6.0,7.9,61.5,5,-5,219.0,-52.88610354322009,-0.5427082986570895,-6.833489773445763,-9.470995879848488,-9.595857819658704,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=7.9_phi_r=219_cx=0_cy=0_cz=0.log
6.0,7.9,61.5,5,-5,220.0,-52.763613590737805,-0.5448418324813247,-6.82880227395799,-9.374842522665858,-9.63332016626373,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=7.9_phi_r=220_cx=0_cy=0_cz=0.log
6.0,7.9,61.5,5,-5,220.1,-52.747850539628416,-0.5450363607378677,-6.828363016829826,-9.363647744059564,-9.636878148186952,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=7.9_phi_r=220.1_cx=0_cy=0_cz=0.log
6.0,8.0,61.5,5,-5,219.0,-53.0476999185048,-0.4960215548053384,-6.833489773445763,-9.527565906289963,-9.666772724711336,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8_phi_r=219_cx=0_cy=0_cz=0.log
6.0,8.0,61.5,5,-5,220.0,-52.945164784323424,-0.4980107612209394,-6.82880227395799,-9.452547085937113,-9.69322227104567,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8_phi_r=220_cx=0_cy=0_cz=0.log
6.0,8.0,61.5,5,-5,220.1,-52.93194942455739,-0.4982115646125749,-6.828363016829826,-9.443692919798195,-9.695707211038098,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8_phi_r=220.1_cx=0_cy=0_cz=0.log
6.0,8.1,61.5,5,-5,219.0,-52.9602375747636,-0.4538466074736789,-6.833489773445763,-9.521397482953034,-9.671384923509322,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=219_cx=0_cy=0_cz=0.log
6.0,8.1,61.5,5,-5,220.0,-52.87571197771467,-0.455704037216492,-6.82880227395799,-9.464821181376465,-9.68852849630639,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=220_cx=0_cy=0_cz=0.log
6.0,8.1,61.5,5,-5,220.1,-52.864730552304536,-0.4558922898722812,-6.828363016829826,-9.458006422850303,-9.690103546599858,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=220.1_cx=0_cy=0_cz=0.log
5.9,8.0,61.5,5,-5,79.1,-50.82273771124892,-0.602993184234947,-7.080258081085049,-9.040235365158878,-8.687882225145586,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.0_phi_r=79.1_cx=0_cy=0_cz=0.log
5.9,8.0,61.5,5,-5,80.2,-51.22386720380746,-0.6016754134325311,-7.088252558140084,-9.266998654115014,-8.6550069762161,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.0_phi_r=80.2_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-5,79.1,-51.32795856357552,-0.5510102561675012,-7.080258081085049,-9.172916079987772,-8.859794864547439,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.1_phi_r=79.1_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-5,80.2,-51.67622661124915,-0.5498179867863655,-7.088252558140084,-9.36207269411534,-8.837970066582784,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.1_phi_r=80.2_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-5,79.1,-51.559936460107565,-0.5039783816318959,-7.080258081085049,-9.233590021613054,-8.962141745723784,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=79.1_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-5,80.1,-51.83760963473469,-0.50301201606635,-7.08749954670202,-9.3772772612283,-8.951015993370675,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=80.1_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-5,80.2,-51.8609906565398,-0.5029053390026093,-7.088252558140084,-9.389758435310796,-8.94957899581641,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=80.2_cx=0_cy=0_cz=0.log
6.0,8.0,61.5,5,-5,79.1,-51.10329743195325,-0.602993184234947,-6.842990274890326,-9.230810152133929,-8.874855104717426,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.0_phi_r=79.1_cx=0_cy=0_cz=0.log
6.0,8.0,61.5,5,-5,80.2,-51.45863124495372,-0.6016754134325311,-6.850432543433271,-9.423104316578248,-8.854103349032812,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.0_phi_r=80.2_cx=0_cy=0_cz=0.log
6.0,8.1,61.5,5,-5,79.1,-51.40366136957891,-0.5510102561675012,-6.842990274890326,-9.310052115120923,-8.997778038610704,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=79.1_cx=0_cy=0_cz=0.log
6.0,8.1,61.5,5,-5,80.2,-51.71185663039796,-0.5498179867863655,-6.850432543433271,-9.469213751377538,-8.986464033601806,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=80.2_cx=0_cy=0_cz=0.log
6.0,8.2,61.5,5,-5,79.1,-51.4604384736158,-0.5039783816318959,-6.842990274890326,-9.3252441319637,-9.058006448321976,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.2_phi_r=79.1_cx=0_cy=0_cz=0.log
6.0,8.2,61.5,5,-5,80.1,-51.70593293569982,-0.50301201606635,-6.849729732144624,-9.445098542026244,-9.055126177612692,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.2_phi_r=80.1_cx=0_cy=0_cz=0.log
6.0,8.2,61.5,5,-5,80.2,-51.72647761297412,-0.5029053390026093,-6.850432543433271,-9.455364605761131,-9.054536318290047,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.2_phi_r=80.2_cx=0_cy=0_cz=0.log
6.1,8.0,61.5,5,-5,79.1,-51.08877685014159,-0.602993184234947,-6.544483767822385,-9.376718777231872,-9.020192695781589,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.0_phi_r=79.1_cx=0_cy=0_cz=0.log
6.1,8.0,61.5,5,-5,80.1,-51.37718044640496,-0.601807190454565,-6.550420012441464,-9.524748386233114,-9.01161463407334,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.0_phi_r=80.1_cx=0_cy=0_cz=0.log
6.1,8.0,61.5,5,-5,80.2,-51.4012266304344,-0.6016754134325311,-6.551047522574663,-9.53751193964854,-9.010378439561464,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.0_phi_r=80.2_cx=0_cy=0_cz=0.log
6.1,8.1,61.5,5,-5,79.1,-51.20713778724894,-0.5510102561675012,-6.544483767822385,-9.408596285269596,-9.099478584364988,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.1_phi_r=79.1_cx=0_cy=0_cz=0.log
6.1,8.1,61.5,5,-5,80.1,-51.45689931674861,-0.5499372140038759,-6.550420012441464,-9.530013195122592,-9.09807923680637,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.1_phi_r=80.1_cx=0_cy=0_cz=0.log
6.1,8.1,61.5,5,-5,80.2,-51.47769499779679,-0.5498179867863655,-6.551047522574663,-9.54037338506896,-9.097608604468403,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.1_phi_r=80.2_cx=0_cy=0_cz=0.log
6.1,8.2,61.5,5,-5,79.1,-51.10868146782741,-0.5039783816318959,-6.544483767822385,-9.383596286876127,-9.122282297583295,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.2_phi_r=79.1_cx=0_cy=0_cz=0.log
6.1,8.2,61.5,5,-5,80.1,-51.323816996766254,-0.50301201606635,-6.550420012441464,-9.481682375189848,-9.126794094685463,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.2_phi_r=80.1_cx=0_cy=0_cz=0.log
6.1,8.2,61.5,5,-5,80.2,-51.34171358123422,-0.5029053390026093,-6.551047522574663,-9.48994668177329,-9.126957247266546,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.1_b=8.2_phi_r=80.2_cx=0_cy=0_cz=0.log
5.8,8.0,61.5,5,-5,218.0,-53.01588516146876,-0.4938880208646878,-7.2261980816256255,-9.401455221464856,-9.386401256779209,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.0_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8.0,61.5,5,-5,219.1,-52.90696197608486,-0.4962286328664049,-7.219163694418967,-9.304617878748104,-9.433470782008952,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.0_phi_r=219.1_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,218.0,-53.26436657062732,-0.4518448505550623,-7.2261980816256255,-9.460246633505449,-9.493893719627522,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,219.1,-53.17416828405112,-0.4540348608279601,-7.219163694418967,-9.385861598071642,-9.528023988706993,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=219.1_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-5,218.0,-53.24958243500441,-0.4137800940079614,-7.2261980816256255,-9.455534033360893,-9.529279008507729,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.2_phi_r=218_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-5,219.0,-53.18488615518436,-0.4156312486156821,-7.219772379379719,-9.406569428159855,-9.550470021436922,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.2_phi_r=219_cx=0_cy=0_cz=0.log
5.8,8.2,61.5,5,-5,219.1,-53.17625161632896,-0.4158069511177018,-7.219163694418967,-9.40064573381096,-9.552509428816848,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.2_phi_r=219.1_cx=0_cy=0_cz=0.log
5.9,8.0,61.5,5,-5,218.0,-53.225398200331256,-0.4938880208646878,-7.079291715519503,-9.508345274953172,-9.531174088828266,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.0_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8.0,61.5,5,-5,219.1,-53.14129931060597,-0.4962286328664049,-7.072922489140183,-9.431054868386129,-9.570443664910272,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.0_phi_r=219.1_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-5,218.0,-53.2902450831607,-0.4518448505550623,-7.079291715519503,-9.524622884462588,-9.589363091043197,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8.1,61.5,5,-5,219.1,-53.221369586419314,-0.4540348608279601,-7.072922489140183,-9.46686058875639,-9.616866854485124,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.1_phi_r=219.1_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-5,218.0,-53.12062913086265,-0.4137800940079614,-7.079291715519503,-9.484104563831352,-9.58313819207251,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=218_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-5,219.0,-53.07232341100462,-0.4156312486156821,-7.073468422750011,-9.44783448567614,-9.599227548460476,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=219_cx=0_cy=0_cz=0.log
5.9,8.2,61.5,5,-5,219.1,-53.065533752087504,-0.4158069511177018,-7.072922489140183,-9.44329131336417,-9.600746122421697,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.9_b=8.2_phi_r=219.1_cx=0_cy=0_cz=0.log
6.0,8.0,61.5,5,-5,218.0,-53.10260704369284,-0.4938880208646878,-6.83873575727921,-9.580854055471718,-9.637825688230803,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.0_phi_r=218_cx=0_cy=0_cz=0.log
6.0,8.0,61.5,5,-5,219.1,-53.03976819221862,-0.4962286328664049,-6.83300031570252,-9.521108828601427,-9.669546318938956,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.0_phi_r=219.1_cx=0_cy=0_cz=0.log
6.0,8.1,61.5,5,-5,218.0,-53.00432642735541,-0.4518448505550623,-6.83873575727921,-9.559481065021828,-9.652101540821604,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=218_cx=0_cy=0_cz=0.log
6.0,8.1,61.5,5,-5,219.1,-52.95376167166978,-0.4540348608279601,-6.83300031570252,-9.516634682309814,-9.673210976994596,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.1_phi_r=219.1_cx=0_cy=0_cz=0.log
6.0,8.2,61.5,5,-5,218.0,-52.69776269211434,-0.4137800940079614,-6.83873575727921,-9.487405266263522,-9.608960228506476,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.2_phi_r=218_cx=0_cy=0_cz=0.log
6.0,8.2,61.5,5,-5,219.0,-52.66352574643679,-0.4156312486156821,-6.833489773445763,-9.46249939443078,-9.620142456726173,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.2_phi_r=219_cx=0_cy=0_cz=0.log
6.0,8.2,61.5,5,-5,219.1,-52.65830486314371,-0.4158069511177018,-6.83300031570252,-9.45918614184484,-9.621159022906795,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=6.0_b=8.2_phi_r=219.1_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,79.2,-50.94605597667396,-0.5509224043926224,-7.225896877120249,-9.016597063513473,-8.679611643310636,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=79.2_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,80.2,-51.29675876558758,-0.5498179867863655,-7.233659175690263,-9.215982091147453,-8.64892012916971,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=80.2_cx=0_cy=0_cz=0.log
5.8,8.1,61.5,5,-5,80.3,-51.32650273875333,-0.5496862096479163,-7.234481213497929,-9.233596296631733,-8.64548764959909,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-5_a=5.8_b=8.1_phi_r=80.3_cx=0_cy=0_cz=0.log
