cx,cy,cz,a,b,theta,Rt,Rp,E,E_i01,E_ip1,E_ip2,E_i02,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
1.5,-0.9,13.4,7.2,6,25,2.1,1.9,-5.061153039,-1.168782556,-0.082661892,-0.21709085,-1.491760698,-0.034189255,-0.282589088,-0.075197033,-0.143018942,-1.942026733,-1.262373162,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.5_cy=-0.9_cz=13.4.log
1.5,-0.8,13.2,7.2,6,25,2.1,1.9,-5.059379069,-0.864610888,-0.091600145,-0.267715846,-1.496728067,-0.039759033,-0.324845612,-0.082952429,-0.1614213,-1.879986702,-1.392388842,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.5_cy=-0.8_cz=13.2.log
1.4,-0.9,13.3,7.2,6,25,2.1,1.9,-5.057086147,-0.895638748,-0.087960587,-0.239426441,-1.47748359,-0.039317267,-0.299061226,-0.081743845,-0.155982671,-1.974552459,-1.325363243,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.4_cy=-0.9_cz=13.3.log
1.6,-0.8,13.4,7.2,6,25,2.1,1.9,-5.052094933,-1.297852578,-0.080537144,-0.226731913,-1.499161551,-0.031426956,-0.294366196,-0.072287897,-0.141187868,-1.876246115,-1.247334885,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.6_cy=-0.8_cz=13.4.log
1.4,-0.7,13.4,7.2,6,25,2.1,1.9,-5.041968804,-1.188719803,-0.076902606,-0.267138537,-1.389356086,-0.032974395,-0.323841596,-0.075348263,-0.156910758,-2.004021584,-1.166221687,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.4_cy=-0.7_cz=13.4.log
1.4,-0.8,13.4,7.2,6,25,2.1,1.9,-5.034704748,-1.149814183,-0.079442766,-0.244922173,-1.42630513,-0.034284636,-0.304871968,-0.076330316,-0.15277986,-1.985975651,-1.199798492,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.4_cy=-0.8_cz=13.4.log
1.6,-0.8,13.2,7.2,6,25,2.1,1.9,-4.993014239,-1.053965796,-0.091982926,-0.257521319,-1.595836996,-0.038117467,-0.318576787,-0.080555341,-0.154903353,-1.699179736,-1.380375163,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.6_cy=-0.8_cz=13.2.log
1.4,-0.8,13.2,7.2,6,25,2.1,1.9,-4.991180027,-0.642299156,-0.091111942,-0.277766046,-1.357433397,-0.041493471,-0.330781856,-0.085389678,-0.168172052,-1.987082579,-1.380092783,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.4_cy=-0.8_cz=13.2.log
1.4,-0.9,13.4,7.2,6,25,2.1,1.9,-4.990576362,-1.09092739,-0.082049442,-0.225474383,-1.458488862,-0.035694024,-0.287141046,-0.077272836,-0.148660884,-1.942240714,-1.232514354,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.4_cy=-0.9_cz=13.4.log
1.4,-0.9,13.2,7.2,6,25,2.1,1.9,-4.987406809,-0.535466833,-0.094337343,-0.254367454,-1.444874405,-0.04329066,-0.311334066,-0.086471505,-0.163581189,-1.981303211,-1.414215522,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.4_cy=-0.9_cz=13.2.log
1.6,-0.7,13.3,7.2,6,25,2.1,1.9,-4.98193304,-1.30085082,-0.083268067,-0.26420932,-1.541824701,-0.033152608,-0.324918403,-0.075354538,-0.151767059,-1.693601172,-1.287098311,3,Done,tetracene_a=7.2_b=6.0_theta=25.0_Rt=2.1_Rp=1.9_cx=1.6_cy=-0.7_cz=13.3.log
