cx,cy,cz,a,b,theta,Rt,Rp,E,E_p1,E_t1,E_t2,E_i01,E_ip1,E_ip2,E_i02,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
0.2,1.4,16,7.3,6,25,1.9,2,-81.11652907,-12.37920352,-9.177129182,-13.50000227,-1.117644256,-0.024789155,-1.754913919,-0.90269447,-0.021361695,-1.769963491,-0.062381397,-0.493482021,-1.941881778,-0.208500865,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=1.9_Rp=2.0.log
0.2,1.4,16,7.1,5.8,25,2.1,1.9,-81.10808906,-12.22772324,-9.717569659,-12.99684719,-1.117644256,-0.028231675,-1.627012948,-0.90269447,-0.024441514,-1.781436256,-0.057477406,-0.423202784,-2.116713595,-0.273780103,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.1_Rp=1.9.log
0.2,1.4,16,7.1,5.8,25,2.2,2.2,-81.0719928,-12.42640545,-9.203825967,-13.19244896,-1.117644256,-0.023398593,-1.597256424,-0.90269447,-0.020035139,-1.916896213,-0.054036141,-0.494009758,-2.136209075,-0.240098504,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.2_Rp=2.2.log
0.2,1.4,16,7.3,5.8,25,2.1,2.3,-81.05420666,-12.54091975,-9.064956749,-13.30932395,-1.117644256,-0.021956575,-1.491345286,-0.90269447,-0.018728663,-1.924180349,-0.056892567,-0.541364172,-2.071204687,-0.204166653,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.8_Rt=2.1_Rp=2.3.log
0.2,1.4,16,7.3,5.8,25,2,2.2,-81.03523954,-12.39215408,-9.203825967,-13.30932395,-1.117644256,-0.023398593,-1.597256424,-0.90269447,-0.020035139,-1.916896213,-0.060465608,-0.541364172,-2.017356799,-0.204166653,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.8_Rt=2.0_Rp=2.2.log
0.2,1.4,16,7.2,6,25,1.9,2.1,-81.03148954,-12.31379126,-9.086479087,-13.45677248,-1.117644256,-0.023311996,-1.816199683,-0.90269447,-0.020022589,-1.844709972,-0.062747863,-0.547456667,-1.987872614,-0.198333321,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=6.0_Rt=1.9_Rp=2.1.log
0.2,1.4,16,7.1,5.9,25,1.9,1.9,-81.02162509,-11.92948656,-9.599497378,-13.4050073,-1.117644256,-0.02727033,-1.690976297,-0.90269447,-0.023596886,-1.753999637,-0.064066889,-0.489482273,-2.030528234,-0.234652972,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.9_Rt=1.9_Rp=1.9.log
0.2,1.4,16,7.1,5.8,25,2.3,2,-81.00804702,-12.55113248,-9.537568416,-12.76663887,-1.117644256,-0.026529868,-1.651094272,-0.90269447,-0.022879015,-1.839845515,-0.050802582,-0.391657229,-2.133788142,-0.2920921,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.3_Rp=2.0.log
0.2,1.4,16,7.1,5.8,25,2.1,2.1,-80.98325034,-12.22772324,-9.363659039,-13.19244896,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.057477406,-0.494009758,-2.116713595,-0.240098504,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.1_Rp=2.1.log
0.2,1.4,16,7.2,5.8,25,1.9,2,-80.97799055,-12.02616452,-9.537568416,-13.34541644,-1.117644256,-0.026529868,-1.651094272,-0.90269447,-0.022879015,-1.839845515,-0.06465361,-0.517833802,-1.995767945,-0.221246848,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=1.9_Rp=2.0.log
0.2,1.4,16,7.3,6,25,1.9,2.1,-80.95026339,-12.37920352,-9.086479087,-13.41615062,-1.117644256,-0.023311996,-1.816199683,-0.90269447,-0.020022589,-1.844709972,-0.062381397,-0.531167762,-1.941881778,-0.195576042,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=6.0_Rt=1.9_Rp=2.1.log
0.2,1.4,16,7.1,5.9,25,2,2.2,-80.94045479,-12.19568132,-9.232282291,-13.22227764,-1.117644256,-0.022646836,-1.789879404,-0.90269447,-0.019387549,-1.946511547,-0.060235312,-0.569785355,-2.084949666,-0.205633772,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.9_Rt=2.0_Rp=2.2.log
0.2,1.4,16,7.1,5.8,25,2.3,2.3,-80.93102394,-12.55113248,-9.064956749,-13.19244896,-1.117644256,-0.021956575,-1.491345286,-0.90269447,-0.018728663,-1.924180349,-0.050802582,-0.494009758,-2.133788142,-0.240098504,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.3_Rp=2.3.log
0.2,1.4,16,7.1,6,25,1.9,1.9,-80.92006887,-12.11840221,-9.266363614,-13.54811096,-1.117644256,-0.026341615,-1.682020475,-0.90269447,-0.022778613,-1.691066659,-0.063103661,-0.484849366,-2.028632526,-0.229299057,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=6.0_Rt=1.9_Rp=1.9.log
0.2,1.4,16,7.3,5.8,25,1.9,2.1,-80.908726,-12.21717605,-9.363659039,-13.30932395,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.064263927,-0.541364172,-1.954914533,-0.204166653,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.3_b=5.8_Rt=1.9_Rp=2.1.log
0.2,1.4,16,7.1,5.8,25,2,1.9,-80.85749169,-11.97286256,-9.717569659,-13.14275016,-1.117644256,-0.028231675,-1.627012948,-0.90269447,-0.024441514,-1.781436256,-0.061138299,-0.45730105,-2.079927703,-0.256465847,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.0_Rp=1.9.log
0.2,1.4,16,7.1,5.8,25,2.4,2.2,-80.85526716,-12.58875359,-9.203825967,-12.99684719,-1.117644256,-0.023398593,-1.597256424,-0.90269447,-0.020035139,-1.916896213,-0.047764179,-0.423202784,-2.10449723,-0.273780103,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.4_Rp=2.2.log
0.2,1.4,16,7.1,6,25,1.9,2,-80.85287698,-12.11840221,-9.177129182,-13.50547353,-1.117644256,-0.024789155,-1.754913919,-0.90269447,-0.021361695,-1.769963491,-0.063103661,-0.523262391,-2.028632526,-0.214751492,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=6.0_Rt=1.9_Rp=2.0.log
0.2,1.4,16,7.1,5.9,25,1.9,2,-80.85089844,-11.92948656,-9.474024243,-13.35874287,-1.117644256,-0.025640059,-1.7466904,-0.90269447,-0.022108432,-1.82640676,-0.064066889,-0.528335809,-2.030528234,-0.219672426,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.9_Rt=1.9_Rp=2.0.log
0.2,1.4,16,7.2,5.8,25,2.1,2.3,-80.80300311,-12.45170603,-9.064956749,-13.22457872,-1.117644256,-0.021956575,-1.491345286,-0.90269447,-0.018728663,-1.924180349,-0.057188751,-0.558041505,-2.099581944,-0.207173054,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.1_Rp=2.3.log
0.2,1.4,16,7.1,5.8,25,2,2,-80.71679579,-11.97286256,-9.537568416,-13.19244896,-1.117644256,-0.026529868,-1.651094272,-0.90269447,-0.022879015,-1.839845515,-0.061138299,-0.494009758,-2.079927703,-0.240098504,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.0_Rp=2.0.log
0.2,1.4,16,7.1,5.8,25,2.4,2.1,-80.70911381,-12.58875359,-9.363659039,-12.76663887,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.047764179,-0.391657229,-2.10449723,-0.2920921,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.4_Rp=2.1.log
0.2,1.4,16,7.2,5.8,25,2,2.2,-80.70117706,-12.25416463,-9.203825967,-13.22457872,-1.117644256,-0.023398593,-1.597256424,-0.90269447,-0.020035139,-1.916896213,-0.060806974,-0.558041505,-2.053035135,-0.207173054,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=2.0_Rp=2.2.log
0.2,1.4,16,7.1,5.8,25,2.2,2.3,-80.64122225,-12.42640545,-9.064956749,-13.14275016,-1.117644256,-0.021956575,-1.491345286,-0.90269447,-0.018728663,-1.924180349,-0.054036141,-0.533292511,-2.136209075,-0.224686231,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.2_Rp=2.3.log
0.2,1.4,16,7.1,6,25,1.9,2.1,-80.60615573,-12.11840221,-9.086479087,-13.37882256,-1.117644256,-0.023311996,-1.816199683,-0.90269447,-0.020022589,-1.844709972,-0.063103661,-0.564224989,-2.028632526,-0.201121348,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=6.0_Rt=1.9_Rp=2.1.log
0.2,1.4,16,7.1,5.8,25,2.1,2.2,-80.59086332,-12.22772324,-9.203825967,-13.14275016,-1.117644256,-0.023398593,-1.597256424,-0.90269447,-0.020035139,-1.916896213,-0.057477406,-0.533292511,-2.116713595,-0.224686231,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.1_Rp=2.2.log
0.2,1.4,16,7.1,5.9,25,1.9,2.1,-80.48358672,-11.92948656,-9.349973046,-13.22227764,-1.117644256,-0.024106424,-1.783207717,-0.90269447,-0.020711595,-1.891719257,-0.064066889,-0.569785355,-2.030528234,-0.205633772,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.9_Rt=1.9_Rp=2.1.log
0.2,1.4,16,7.2,5.8,25,1.9,2.1,-80.47906614,-12.02616452,-9.363659039,-13.22457872,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.06465361,-0.558041505,-1.995767945,-0.207173054,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.2_b=5.8_Rt=1.9_Rp=2.1.log
0.2,1.4,16,7.1,5.8,25,2.4,2,-80.40614571,-12.58875359,-9.537568416,-12.47020126,-1.117644256,-0.026529868,-1.651094272,-0.90269447,-0.022879015,-1.839845515,-0.047764179,-0.362450403,-2.10449723,-0.311494081,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.4_Rp=2.0.log
0.2,1.4,16,7.1,5.8,25,2,2.1,-80.35562237,-11.97286256,-9.363659039,-13.14275016,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.061138299,-0.533292511,-2.079927703,-0.224686231,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.0_Rp=2.1.log
0.2,1.4,16,7.1,5.8,25,1.9,1.9,-80.32479092,-11.68266743,-9.717569659,-13.19244896,-1.117644256,-0.028231675,-1.627012948,-0.90269447,-0.024441514,-1.781436256,-0.065043921,-0.494009758,-2.029826677,-0.240098504,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=1.9_Rp=1.9.log
0.2,1.4,16,7.1,5.8,25,1.9,2,-79.99235808,-11.68266743,-9.537568416,-13.14275016,-1.117644256,-0.026529868,-1.651094272,-0.90269447,-0.022879015,-1.839845515,-0.065043921,-0.533292511,-2.029826677,-0.224686231,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=1.9_Rp=2.0.log
0.2,1.4,16,7.1,5.8,25,2.1,2.3,-79.9749108,-12.22772324,-9.064956749,-12.99685346,-1.117644256,-0.021956575,-1.491345286,-0.90269447,-0.018728663,-1.924180349,-0.057477406,-0.575235279,-2.116713595,-0.21022087,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.1_Rp=2.3.log
0.2,1.4,16,7.1,5.8,25,2,2.2,-79.77805338,-11.97286256,-9.203825967,-12.99685346,-1.117644256,-0.023398593,-1.597256424,-0.90269447,-0.020035139,-1.916896213,-0.061138299,-0.575235279,-2.079927703,-0.21022087,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=2.0_Rp=2.2.log
0.2,1.4,16,7.1,5.8,25,1.9,2.1,-79.4460027,-11.68266743,-9.363659039,-12.99685346,-1.117644256,-0.024919677,-1.645655015,-0.90269447,-0.021419426,-1.886656506,-0.065043921,-0.575235279,-2.029826677,-0.21022087,3,Done,pentacene_theta=25_cx=0.2_cy=1.4_cz=16_a=7.1_b=5.8_Rt=1.9_Rp=2.1.log
