a,b,theta,A1,A2,phi_r,E,E_p1,E_p2,E_t1,E_t3,E_m,machine_type,status,file_name,phi_b
5.8,8.3,61.5,5,-11,86,-27.50450376200024,-0.4194653346203267,-7.353745764237827,-9.362712754285894,-8.773744418518618,-1.594835490337573,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-11_a=5.8_b=8.3_phi_r=86_phi_b=2_cx=0_cy=0_cz=0.log,2.0
5.8,8.2,61.5,5,-7,218,-27.05863908177708,-0.4362575022969395,-7.260522878728807,-9.312568430206738,-9.759631654480472,-0.2896586160641163,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=218_phi_b=-2_cx=0_cy=0_cz=0.log,-2.0
5.8,8.2,61.5,5,-7,218,-26.911782916635275,-0.4353664381196722,-7.245054757338947,-9.45021902373992,-9.540473786997609,-0.2406689104391262,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=218_phi_b=0_cx=0_cy=0_cz=0.log,0.0
5.8,8.2,61.5,5,-7,218,-26.02634120627772,-0.4344941993476823,-7.234142358531244,-9.461489103268832,-8.999409564537928,0.1031940194079652,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=218_phi_b=2_cx=0_cy=0_cz=0.log,2.0
5.8,8.2,61.5,5,-7,219,-26.959034418687224,-0.4383345602545887,-7.255446322727948,-9.17838796658907,-9.755352036096156,-0.3315135330194607,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=219_phi_b=-2_cx=0_cy=0_cz=0.log,-2.0
5.8,8.2,61.5,5,-7,219,-26.134567855508067,-0.4365963577292859,-7.22659968805965,-9.44284578121733,-9.062875925912522,0.0343498974107205,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=219_phi_b=2_cx=0_cy=0_cz=0.log,2.0
5.8,8.2,61.5,5,-7,220,-26.824791204649955,-0.4402672911528498,-7.251047477591783,-9.010052134050056,-9.749202438164502,-0.3742218636907637,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=220_phi_b=-2_cx=0_cy=0_cz=0.log,-2.0
5.8,8.2,61.5,5,-7,220,-26.9124543517828,-0.4393887772457674,-7.23310069157742,-9.302660047076644,-9.588221022859216,-0.3490838130237534,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=220_phi_b=0_cx=0_cy=0_cz=0.log,0.0
5.8,8.2,61.5,5,-7,220,-26.23090946569573,-0.4385541887022555,-7.219715903513133,-9.411307128611952,-9.126091283280402,-0.0352409615879878,3,Done,mono-C4-BTBT_theta=61.5_A1=5_A2=-7_a=5.8_b=8.2_phi_r=220_phi_b=2_cx=0_cy=0_cz=0.log,2.0
7.9,6.0,28.5,2,-8,42,-27.94323365285527,-7.696353674051352,-0.4313127232016995,-9.740354547160678,-9.757291042013094,-0.3179216664284467,3,Done,mono-C4-BTBT_theta=28.5_A1=2_A2=-8_a=7.9_b=6.0_phi_r=42_phi_b=-2_cx=0_cy=0_cz=0.log,-2.0
7.9,6.0,28.5,2,-8,42,-28.24733754992485,-7.693071796908043,-0.4299133759923279,-9.8173249240499,-9.856067391345276,-0.4509600616293028,3,Done,mono-C4-BTBT_theta=28.5_A1=2_A2=-8_a=7.9_b=6.0_phi_r=42_phi_b=0_cx=0_cy=0_cz=0.log,0.0
7.9,6.0,28.5,2,-8,42,-27.82660464500077,-7.691032389295287,-0.4293674423824996,-9.683947673416696,-9.58357744908426,-0.4386796908220276,3,Done,mono-C4-BTBT_theta=28.5_A1=2_A2=-8_a=7.9_b=6.0_phi_r=42_phi_b=2_cx=0_cy=0_cz=0.log,2.0
7.9,6.0,28.5,2,-8,43,-28.08921757969074,-7.688930230913684,-0.4321096609346568,-9.807303589303046,-9.792745357030071,-0.3681287415092811,3,Done,mono-C4-BTBT_theta=28.5_A1=2_A2=-8_a=7.9_b=6.0_phi_r=43_phi_b=-2_cx=0_cy=0_cz=0.log,-2.0
7.9,6.0,28.5,2,-8,43,-27.65552031865809,-7.682473152992316,-0.430465584853664,-9.641666049603373,-9.42255210794974,-0.4783634232589975,3,Done,mono-C4-BTBT_theta=28.5_A1=2_A2=-8_a=7.9_b=6.0_phi_r=43_phi_b=2_cx=0_cy=0_cz=0.log,2.0
7.9,6.0,28.5,2,-8,44,-28.1964715893846,-7.679712109034881,-0.4329693499021232,-9.843611318035984,-9.82191202195827,-0.4182667904533446,3,Done,mono-C4-BTBT_theta=28.5_A1=2_A2=-8_a=7.9_b=6.0_phi_r=44_phi_b=-2_cx=0_cy=0_cz=0.log,-2.0
7.9,6.0,28.5,2,-8,44,-28.228694227407686,-7.675388565054163,-0.4317582552321255,-9.776982306037098,-9.804379392648116,-0.5401857084361836,3,Done,mono-C4-BTBT_theta=28.5_A1=2_A2=-8_a=7.9_b=6.0_phi_r=44_phi_b=0_cx=0_cy=0_cz=0.log,0.0
7.9,6.0,28.5,2,-8,44,-27.43276681867428,-7.672288665664382,-0.4316013780189678,-9.596962237148546,-9.213290072977545,-0.5186244648648426,3,Done,mono-C4-BTBT_theta=28.5_A1=2_A2=-8_a=7.9_b=6.0_phi_r=44_phi_b=2_cx=0_cy=0_cz=0.log,2.0
8.0,5.8,28.5,2,-6,192,-26.92925906938035,-7.757812003372237,-0.38204691326245666,-9.572878403239883,-9.507366359350272,0.29084460984449834,3,Done,mono-C4-BTBT_theta=28.5_A1=2_A2=-6_a=8.0_b=5.8_phi_r=192_phi_b=-2_cx=0_cy=0_cz=0.log,-2.0
