cx,cy,cz,a,b,theta,A1,A2,E,E_i01,E_ip1,E_ip2,E_i02,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
1.7,4.6,7.9,5.9,8,73,-13,29,-3.409474555781344,-0.7217105462332256,-0.0456971607054583,-0.3231990254716947,-0.7550733703537844,-0.0460523313377052,-0.237701415491756,-0.0436088074347935,-0.4589608139649499,-1.758550339291105,-0.0836376702936831,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.7_cy=4.6_cz=7.9.log
1.8,4.6,7.7,5.9,8,73,-13,29,-3.70004117875942,-0.8193956553586759,-0.0484042389434762,-0.4129417406511493,-0.7917337595717981,-0.0475928683881647,-0.2935221950756386,-0.0463246706640347,-0.5046504446072504,-1.849813511071261,-0.0924573234224226,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.8_cy=4.6_cz=7.7.log
1.8,4.6,7.8,5.9,8,73,-13,29,-3.5697889282600954,-0.7658276367001235,-0.0460347611224278,-0.3754191527259536,-0.780378966126591,-0.0456300171208567,-0.2716842195950448,-0.0443304439540952,-0.4668065715522971,-1.827830580848968,-0.0883339552092365,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.8_cy=4.6_cz=7.8.log
1.8,4.6,7.9,5.9,8,73,-13,29,-3.388881246355595,-0.7110215408611111,-0.0437468596501275,-0.340977638727054,-0.7438886321033351,-0.0437631749082356,-0.2511495823273435,-0.0423939480679109,-0.4320531851844862,-1.7628305849502794,-0.0843298138643149,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.8_cy=4.6_cz=7.9.log
1.9,4.5,7.7,5.9,8,73,-13,29,-3.703934250836028,-0.8090963337454014,-0.0466083051869645,-0.4660428918432444,-0.7817544681020081,-0.0479260761640034,-0.3234788950067013,-0.0466415632981807,-0.4691578514757566,-1.85240261736908,-0.0982787336688488,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.9_cy=4.5_cz=7.7.log
1.9,4.5,7.8,5.9,8,73,-13,29,-3.5696838201547507,-0.7601317284279503,-0.0443109911866486,-0.4234443755121901,-0.7845688504166901,-0.0460071506677195,-0.2986156937549822,-0.0446027832804247,-0.4347941488376818,-1.81795106336358,-0.0937964296899735,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.9_cy=4.5_cz=7.8.log
1.9,4.5,7.9,5.9,8,73,-13,29,-3.388200711720856,-0.7092337648500688,-0.0420939982868731,-0.3842099402099848,-0.7575049715233035,-0.0441748214652761,-0.2752108257263899,-0.0426254992780741,-0.4032655364426318,-1.746647729538381,-0.0894477854308206,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=1.9_cy=4.5_cz=7.9.log
2.0,4.5,7.7,5.9,8,73,-13,29,-3.670335796719882,-0.8070989694679156,-0.0445814480190165,-0.4912349083460867,-0.7923022836330347,-0.0454819247825071,-0.3435479197069071,-0.0452635513502173,-0.4405615932773798,-1.8234135379025247,-0.0989733872120268,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.0_cy=4.5_cz=7.7.log
2.0,4.5,7.8,5.9,8,73,-13,29,-3.5466645573760616,-0.7538603935390711,-0.0424014782183803,-0.4461031341925263,-0.7838842369674239,-0.0437217593425884,-0.3168210138683207,-0.0432925424538552,-0.4087606415851041,-1.8067512649286075,-0.0944641003443393,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.0_cy=4.5_cz=7.8.log
2.0,4.5,7.9,5.9,8,73,-13,29,-3.372186342865461,-0.6995236751390621,-0.0402999472571536,-0.404423919855617,-0.7493335363105871,-0.0420381499570794,-0.2917168487911112,-0.0413798919762484,-0.3796617477491963,-1.7473894463619215,-0.0900872181227896,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.0_cy=4.5_cz=7.9.log
2.1,4.4,7.6,5.9,8,73,-13,29,-3.767512309044832,-0.8500332036637701,-0.0450401577400043,-0.6030553077580407,-0.7609970647026785,-0.0475520803011022,-0.4129530357895419,-0.0475194498139899,-0.4412173411983531,-1.808795692428248,-0.1101644006266724,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.1_cy=4.4_cz=7.6.log
2.1,4.4,7.7,5.9,8,73,-13,29,-3.7013714998902287,-0.8012769317138009,-0.0428557954146526,-0.5507887449348345,-0.7974880262627266,-0.0457574016763828,-0.3801587357302196,-0.0454518042388372,-0.4099359677056782,-1.831669686944224,-0.1051512231351807,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.1_cy=4.4_cz=7.7.log
2.1,4.4,7.8,5.9,8,73,-13,29,-3.5642301307234447,-0.7507755543920211,-0.0407492443337105,-0.5005433916230686,-0.7971899589756504,-0.0440242190379649,-0.349374977638945,-0.0434437723015435,-0.3811978922458365,-1.7979893427691422,-0.1002704504062421,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.1_cy=4.4_cz=7.8.log
2.2,4.4,7.7,5.9,8,73,-13,29,-3.682557809021091,-0.7989118464756757,-0.0410002483986318,-0.5777340242057107,-0.8146315994672477,-0.043465107679367,-0.4048512541921809,-0.0440474369097501,-0.385023193230154,-1.8074377608427312,-0.1057523778290487,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.2_cy=4.4_cz=7.7.log
2.2,4.4,7.8,5.9,8,73,-13,29,-3.550554177898448,-0.7436533158179373,-0.0390041390783153,-0.5253457244834863,-0.7998876245110296,-0.041844249353744,-0.3716722904937342,-0.0421090585296042,-0.358582431828836,-1.7883093735435978,-0.1008496421272866,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.2_cy=4.4_cz=7.8.log
2.2,4.4,7.9,5.9,8,73,-13,29,-3.3713925428746734,-0.6878777170204557,-0.0370776833733543,-0.4760171633097343,-0.7608734453096986,-0.04027296428103,-0.3405885826214216,-0.0402302937000058,-0.3343486231460701,-1.7293711242673453,-0.0960887238034047,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.2_cy=4.4_cz=7.9.log
2.3,4.3,7.6,5.9,8,73,-13,29,-3.827076185902115,-0.8510234144050628,-0.0413529090001247,-0.7009675755398348,-0.8145500231767073,-0.0452691989485174,-0.4893868913641199,-0.0461401828506495,-0.3850470386387314,-1.806908769882284,-0.1177051883132662,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.3_cy=4.3_cz=7.6.log
2.3,4.3,7.7,5.9,8,73,-13,29,-3.736634738306748,-0.7976028606062755,-0.0393555446644313,-0.6419715954689309,-0.835316839045845,-0.0436132000177167,-0.4490154079976491,-0.0441101879696361,-0.3590423966816161,-1.817796068440657,-0.112248361314414,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.3_cy=4.3_cz=7.7.log
2.3,4.3,7.8,5.9,8,73,-13,29,-3.583591324306326,-0.7432454343652353,-0.0374272064073011,-0.5849403491010889,-0.8225476380903274,-0.0420067744562402,-0.4112248732708394,-0.0421429440611973,-0.3350997526722494,-1.778695920278551,-0.1069565694488119,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.3_cy=4.3_cz=7.8.log
2.4,4.2,7.6,5.9,8,73,-13,29,-3.912904179887846,-0.8508169635897502,-0.0396504743257537,-0.7733295188518241,-0.8462656335323118,-0.0452886517741717,-0.5441446689656004,-0.0461558705428615,-0.3585755292733665,-1.833298075507628,-0.1251267490442842,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.4_cy=4.2_cz=7.6.log
2.4,4.2,7.7,5.9,8,73,-13,29,-3.789749066956574,-0.7973800945328549,-0.0377233911422081,-0.7095732477027923,-0.865081520867534,-0.0436539881047792,-0.4981745413388125,-0.0440982652653474,-0.3350075086345896,-1.8156788496125955,-0.1191710515995509,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.4_cy=4.2_cz=7.7.log
2.4,4.2,7.8,5.9,8,73,-13,29,-3.615661164134508,-0.7430678490782157,-0.035865961574018,-0.6477528450777754,-0.8504781082156114,-0.0420701529365032,-0.4550696244696155,-0.0421052934543695,-0.3133176255214493,-1.75967358215712,-0.1134123923256993,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.4_cy=4.2_cz=7.8.log
2.5,4.2,7.5,5.9,8,73,-13,29,-3.9758098610618617,-0.9101561917923392,-0.0398111169924959,-0.8692488148226403,-0.8588051658589393,-0.0445161869283765,-0.6305885640904307,-0.0466534860024694,-0.3602854939817916,-1.7605514687020332,-0.1317563921329565,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.5_cy=4.2_cz=7.5.log
2.5,4.2,7.6,5.9,8,73,-13,29,-3.92434745200444,-0.8508621443179436,-0.0379229393438436,-0.8039720871020108,-0.8882548377732746,-0.0429536870215088,-0.5785284519079141,-0.0446134509111288,-0.3367632816080004,-1.81612814674736,-0.125595499004703,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.5_cy=4.2_cz=7.6.log
2.5,4.2,7.7,5.9,8,73,-13,29,-3.795734257582808,-0.7915084835258313,-0.036096885218285,-0.7382215893012471,-0.8837957516661845,-0.0414388778735883,-0.5295123907853849,-0.0426330293703358,-0.3150715160008985,-1.808125511801336,-0.1196172112249769,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.5_cy=4.2_cz=7.7.log
2.6,4.1,7.5,5.9,8,73,-13,29,-4.122189432557207,-0.914027928491123,-0.0381287626805715,-0.949802273476962,-0.9129228833480738,-0.0444076277199201,-0.6989689562469721,-0.046566262084525,-0.3352880056772847,-1.8210484527808148,-0.1401574960327707,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.6_cy=4.1_cz=7.5.log
2.6,4.1,7.6,5.9,8,73,-13,29,-4.018742212734651,-0.8531487907748669,-0.0363077285583131,-0.8803827247465961,-0.9334280276088976,-0.0428802684182301,-0.6402478255331516,-0.0445036367455031,-0.3140794226783328,-1.833493858546717,-0.13346761194407,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.6_cy=4.1_cz=7.6.log
2.6,4.1,7.7,5.9,8,73,-13,29,-3.854573987628101,-0.7924497484927997,-0.0345494455541484,-0.8100670917192474,-0.9212148004444316,-0.0413999722222797,-0.5849328189506195,-0.0425031348131597,-0.2944942080939654,-1.7982968226424418,-0.1269728833867702,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.6_cy=4.1_cz=7.7.log
2.7,4.1,7.4,5.9,8,73,-13,29,-4.1649586315325,-0.9731575682526454,-0.0382435970241203,-1.0397947376477532,-0.9410064658732152,-0.0435554690193384,-0.8051336081698537,-0.0469797911355271,-0.3357485980377532,-1.7144225810479838,-0.147361938317772,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.7_cy=4.1_cz=7.4.log
2.7,4.1,7.5,5.9,8,73,-13,29,-4.14364086187561,-0.906409957096912,-0.0364595860010013,-0.9797708961414172,-0.9677308617392556,-0.0421046658884733,-0.7399491242831573,-0.0449391286529134,-0.3146780672541354,-1.8073266916035209,-0.1404844287899322,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.7_cy=4.1_cz=7.5.log
2.7,4.1,7.6,5.9,8,73,-13,29,-4.030996541812783,-0.840565332735423,-0.0347333060344681,-0.9101969799376092,-0.9607504405430518,-0.04069778858684,-0.6779862769180909,-0.0429574520385358,-0.2952346699021291,-1.8265605005726684,-0.1337788569217082,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.7_cy=4.1_cz=7.6.log
2.8,4.0,7.4,5.9,8,73,-13,29,-4.353617003085674,-0.9770776232180652,-0.0365838329889811,-1.1009650400374085,-1.0130659492569976,-0.0433540384401567,-0.8831356111331843,-0.046784008067334,-0.3125106476945802,-1.810508167225635,-0.1567231325607281,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.8_cy=4.0_cz=7.4.log
2.8,4.0,7.5,5.9,8,73,-13,29,-4.27056856447598,-0.908020775183104,-0.034865710651502,-1.0504523674608208,-1.0263842214480974,-0.0419490435160696,-0.8121535624959506,-0.0447276577760931,-0.2935648657148704,-1.846079199167434,-0.1492840014398098,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.8_cy=4.0_cz=7.5.log
2.8,4.0,7.6,5.9,8,73,-13,29,-4.113105597672984,-0.8401982394861989,-0.0332040641224011,-0.984296498238109,-1.0067193130380474,-0.0405835817218758,-0.7442645106348209,-0.0427309209480881,-0.2758929291449021,-1.8278061079035977,-0.1420425360556692,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.8_cy=4.0_cz=7.6.log
2.9,4.0,7.3,5.9,8,73,-13,29,-4.334104893205222,-1.0296673537814058,-0.0366547415615059,-1.096698599460069,-1.0414720718981698,-0.0424516790080815,-0.9979573909076862,-0.0471090582432225,-0.3119007079221774,-1.6881361871492118,-0.1645080215821508,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.9_cy=4.0_cz=7.3.log
2.9,4.0,7.4,5.9,8,73,-13,29,-4.359836882154923,-0.9559788544429466,-0.0349736422649584,-1.095884718990419,-1.0675438573816791,-0.0411207303404808,-0.9232623656862416,-0.0450796908698976,-0.2931645143544301,-1.80536195775494,-0.1568486346222926,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.9_cy=4.0_cz=7.4.log
2.9,4.0,7.5,5.9,8,73,-13,29,-4.272305826074444,-0.8840636984677985,-0.0333439988899044,-1.0601354742539115,-1.0532372568850406,-0.0398199020419269,-0.8509556433418766,-0.0431061719718854,-0.2757241289364174,-1.8432949372800067,-0.1494026009459048,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=2.9_cy=4.0_cz=7.5.log
3.0,4.0,7.3,5.9,8,73,-13,29,-4.310652961954474,-0.9979573909076862,-0.0350376483402214,-1.0414720718981698,-1.096698599460069,-0.0402472363784909,-1.0296673537814058,-0.0453689729911275,-0.2920996298489626,-1.6881361871492118,-0.1645080215821508,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=3.0_cy=4.0_cz=7.3.log
3.0,4.0,7.4,5.9,8,73,-13,29,-4.338134762685513,-0.9232623656862416,-0.0334437728743068,-1.0675438573816791,-1.095884718990419,-0.0390104142134077,-0.9559788544429466,-0.0434236920264083,-0.2749384864873718,-1.80536195775494,-0.1568486346222926,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=3.0_cy=4.0_cz=7.4.log
3.0,4.0,7.5,5.9,8,73,-13,29,-4.252161186246667,-0.8509556433418766,-0.0318982158787548,-1.0532372568850406,-1.0601354742539115,-0.037799947313033,-0.8840636984677985,-0.0415330043761059,-0.258885525574442,-1.8432949372800067,-0.1494026009459048,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=3.0_cy=4.0_cz=7.5.log
-2.8,4.0,7.3,5.9,8,73,-13,29,-4.323994452162879,-0.953680912789423,-0.9568805863382296,-0.0448035864974372,-1.0470769912353717,-1.1218360225320794,-0.0383584313676692,-0.164376244531013,-1.6964105340302922,-0.3329894364578649,-0.0488999717636033,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-2.8_cy=4.0_cz=7.3.log
-2.7,4.1,7.3,5.9,8,73,-13,29,-4.052761412371183,-0.8691484133014455,-0.8733226097538136,-0.0450476878904737,-1.0405471221311018,-1.078812054474838,-0.0400872213649563,-0.1544044830661732,-1.517313532414846,-0.3584845403383951,-0.0490763020934537,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-2.7_cy=4.1_cz=7.3.log
-2.6,4.1,7.4,5.9,8,73,-13,29,-4.134227584290784,-0.8526894534588791,-0.7608859954634681,-0.0459795402130112,-0.974892633385025,-1.0113515919074416,-0.0400119201513007,-0.1470218278991524,-1.737354933982715,-0.3582561266666744,-0.0486891284526791,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-2.6_cy=4.1_cz=7.4.log
-2.5,4.2,7.4,5.9,8,73,-13,29,-3.91529028658988,-0.7893837346928194,-0.6856826870935038,-0.0461238674470223,-0.9692111578187904,-0.9287041322677396,-0.0417651831521652,-0.1380879680800717,-1.6123066236905288,-0.3857084341580048,-0.0487518794252537,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-2.5_cy=4.2_cz=7.4.log
-2.4,4.2,7.5,5.9,8,73,-13,29,-3.959226340521127,-0.7876913401996717,-0.5929624369600788,-0.0469722610432654,-0.9032090285327286,-0.8363704284420237,-0.0416453286889009,-0.1312644243007525,-1.791163288988173,-0.3840994985366706,-0.0482737167621962,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-2.4_cy=4.2_cz=7.5.log
-2.3,4.3,7.5,5.9,8,73,-13,29,-3.824901236104779,-0.7544772357796319,-0.532314223004505,-0.04697351611685,-0.9033263729070312,-0.7598543690401129,-0.0434205543715506,-0.1233352080162148,-1.719893840781879,-0.41326114317053,-0.0482279085263144,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-2.3_cy=4.3_cz=7.5.log
-2.2,4.4,7.6,5.9,8,73,-13,29,-3.7399078303715214,-0.7968322783126496,-0.4401599869015626,-0.0451355393161065,-0.8533188459696248,-0.6320625850348733,-0.0430685213650576,-0.1107875180023256,-1.7639375125581864,-0.4138497475942131,-0.0460441737668588,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-2.2_cy=4.4_cz=7.6.log
-2.1,4.4,7.5,5.9,8,73,-13,29,-3.729453200183343,-0.6814871552051045,-0.4477547404821962,-0.0494277077377773,-0.8967306152917445,-0.6560202892869711,-0.047299193800427,-0.1153049624990671,-1.699927727575414,-0.4752133230213076,-0.0496473361854441,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-2.1_cy=4.4_cz=7.5.log
-2.0,4.5,7.6,5.9,8,73,-13,29,-3.713611396262422,-0.7668197299935855,-0.3719458848354406,-0.0473230390925891,-0.8589312953990884,-0.5387964012334123,-0.0468367188586853,-0.1036044110369402,-1.7723059859708885,-0.4750821734487545,-0.0472922910994384,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-2.0_cy=4.5_cz=7.6.log
-1.9,4.5,7.6,5.9,8,73,-13,29,-3.763362899218919,-0.7418554996838793,-0.3498223922797479,-0.0499391283374279,-0.8558389261597767,-0.5111483106738888,-0.0489865680574439,-0.1028827745176386,-1.8264757867436856,-0.5064708511636127,-0.0487380741978995,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-1.9_cy=4.5_cz=7.6.log
-1.8,4.6,7.6,5.9,8,73,-13,29,-3.749538540141657,-0.7702170691336505,-0.3166641363641247,-0.0496347859734669,-0.871386741346214,-0.4531180683989078,-0.0508578030276112,-0.0966961534577421,-1.8024114057479887,-0.546116305369651,-0.0483753734442871,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-1.8_cy=4.6_cz=7.6.log
-1.7,4.6,7.6,5.9,8,73,-13,29,-3.819081708526937,-0.7610177725437097,-0.2982818584423512,-0.0523763771634548,-0.8726103859371506,-0.4282391794840805,-0.0531933951424434,-0.0959048633521888,-1.8579014875285795,-0.5826336223690305,-0.0497822509205434,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-1.7_cy=4.6_cz=7.6.log
-1.6,4.7,7.6,5.9,8,73,-13,29,-3.841831769706914,-0.8042525841156021,-0.2717118299915455,-0.0518931944970972,-0.8917036327184178,-0.3774058492854237,-0.0551330285961739,-0.0901292613125406,-1.8470411719754336,-0.6293304065184202,-0.0492808702983893,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-1.6_cy=4.7_cz=7.6.log
-1.5,4.7,7.5,5.9,8,73,-13,29,-3.9255742343666498,-0.7641816780087538,-0.2752164733828977,-0.057213851774577,-0.9497796832583844,-0.38859184255125,-0.0605729128583334,-0.0932178655348252,-1.802341124654049,-0.7294163690239657,-0.0528206542367115,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-1.5_cy=4.7_cz=7.5.log
-1.4,4.7,7.5,5.9,8,73,-13,29,-4.0310263484861935,-0.7735780127695762,-0.2598719713278115,-0.0605490673915483,-0.9542977552337106,-0.3657178480643779,-0.0633948252652771,-0.0922947982908226,-1.8678067328874024,-0.7779599150817376,-0.0542601622000802,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-1.4_cy=4.7_cz=7.5.log
-1.3,4.8,7.5,5.9,8,73,-13,29,-4.111136157502187,-0.8613478364422917,-0.2376763150678016,-0.0600483145099133,-0.9877741586533376,-0.3205038700252771,-0.0655522046145051,-0.0866434432100504,-1.8623279430612456,-0.8422326267755125,-0.0534807947988156,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-1.3_cy=4.8_cz=7.5.log
-1.2,4.8,7.4,5.9,8,73,-13,29,-4.204585574101657,-0.8408533598994836,-0.2399610789725557,-0.0667457286035642,-1.0561238029040396,-0.3273939298233017,-0.0720594833255745,-0.0892984380188863,-1.7807742333388887,-0.9758012678357773,-0.0571429431438446,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-1.2_cy=4.8_cz=7.4.log
-1.1,4.9,7.4,5.9,8,73,-13,29,-4.31601283888449,-0.951160832773894,-0.2200508142122998,-0.0660617427784018,-1.0874384344206192,-0.285779349214863,-0.0743536598747596,-0.0837719574919901,-1.7788766432495322,-1.0548035218380392,-0.0561382996675092,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-1.1_cy=4.9_cz=7.4.log
-1.0,4.9,7.4,5.9,8,73,-13,29,-4.472075830679387,-0.9873236065614036,-0.2085793039295822,-0.0700790617265738,-1.1061112494789995,-0.2678043252089992,-0.077879011107143,-0.0827779816463589,-1.8528236765996555,-1.1200871521723457,-0.0574987412546761,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-1.0_cy=4.9_cz=7.4.log
-0.9,4.9,7.4,5.9,8,73,-13,29,-4.610152817185735,-1.027440948295407,-0.1978131147916428,-0.0745613657054491,-1.1255728446412832,-0.2509356013615615,-0.0815938702435232,-0.0817432176554575,-1.904077438346576,-1.1865084581368135,-0.0588648305274546,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.9_cy=4.9_cz=7.4.log
-0.8,4.9,7.3,5.9,8,73,-13,29,-4.783908767640241,-1.0650626829010434,-0.1989671057090163,-0.0840355116524733,-1.2135553942353,-0.2540116554009728,-0.0898048387025483,-0.0839250698627438,-1.8293152695114256,-1.3552891953440849,-0.0626606386213097,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.8_cy=4.9_cz=7.3.log
-0.7,4.9,7.3,5.9,8,73,-13,29,-4.9464840584405465,-1.120892247534357,-0.1889489085879176,-0.0895770525094121,-1.2365078275033738,-0.2376223492319695,-0.0941616406198591,-0.0827735890634357,-1.8886639102420304,-1.4271045773348303,-0.064086968806805,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.7_cy=4.9_cz=7.3.log
-0.6,4.9,7.3,5.9,8,73,-13,29,-5.091481225332245,-1.1761708584381267,-0.1794477796647697,-0.0956300139660015,-1.260291711543687,-0.2221849757479503,-0.0987393260002136,-0.0815857126726768,-1.9293177730869504,-1.498835245409282,-0.0655101614829618,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.6_cy=4.9_cz=7.3.log
-0.5,4.9,7.2,5.9,8,73,-13,29,-5.325619325274602,-1.2380809950409457,-0.180003753514029,-0.109208702808246,-1.3567199182580223,-0.2236527216737158,-0.108810233999975,-0.0835404062527231,-1.883485697791912,-1.6807842799753416,-0.0695707786071579,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.5_cy=4.9_cz=7.2.log
-0.4,4.9,7.2,5.9,8,73,-13,29,-5.484559136923053,-1.3002421356504783,-0.1708283023326657,-0.1172577735851518,-1.3831255389668513,-0.2086382898269221,-0.1142676884774118,-0.0822427156381309,-1.9335898611752784,-1.7505081711278765,-0.0710385245620273,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.4_cy=4.9_cz=7.2.log
-0.3,4.9,7.1,5.9,8,73,-13,29,-5.715679227621877,-1.3677176584897095,-0.1709688645787537,-0.1345343789434991,-1.4762511605513282,-0.2091911261668428,-0.1261596304830163,-0.0840380217123311,-1.900693904462969,-1.9132415944477543,-0.0752942973922472,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.3_cy=4.9_cz=7.1.log
-0.2,4.9,7.1,5.9,8,73,-13,29,-5.850515438913135,-1.4250940353958867,-0.1623192667029798,-0.1450520740472711,-1.493395361234434,-0.1946084212977439,-0.1326468288898468,-0.0826336543832439,-1.956325803505024,-1.9582014309125952,-0.0767965563281904,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.2_cy=4.9_cz=7.1.log
-0.1,4.9,7.0,5.9,8,73,-13,29,-5.977055026683956,-1.4854699099087156,-0.162183097039815,-0.1675702704233117,-1.544538053800352,-0.1943229042226448,-0.1465022496995516,-0.0842632978747133,-1.94218235561857,-2.019083706109086,-0.0812324245343916,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=-0.1_cy=4.9_cz=7.0.log
0.0,4.8,6.9,5.9,8,73,-13,29,-5.832194656948559,-1.344015978218522,-0.1662135937949642,-0.2082642939058132,-1.344015978218522,-0.2082642939058132,-0.1662135937949642,-0.090417915926082,-1.966432479588548,-1.966432479588548,-0.090417915926082,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.0_cy=4.8_cz=6.9.log
0.1,4.9,7.0,5.9,8,73,-13,29,-5.977055026683956,-1.544538053800352,-0.1465022496995516,-0.1943229042226448,-1.4854699099087156,-0.1675702704233117,-0.162183097039815,-0.0812324245343916,-2.019083706109086,-1.94218235561857,-0.0842632978747133,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.1_cy=4.9_cz=7.0.log
0.2,4.9,7.1,5.9,8,73,-13,29,-5.85051481143455,-1.493395361234434,-0.1326468288898468,-0.1946084212977439,-1.4250940353958867,-0.1450520740472711,-0.1623192667029798,-0.0767965563281904,-1.9582008034340104,-1.956325803505024,-0.0826336543832439,3,Done,naphthalene_a=5.9_b=8_theta=73_A1=-13_A2=29_cx=0.2_cy=4.9_cz=7.1.log
