a,b,theta,A1,A2,Rt,Rp,E,E_t1,E_t2,E_p1,E_p2,machine_type,status,file_name
7.4,5.8,25,0.5,-1.5,2.1,1.9,-55.80499015329406,-9.800380898814183,-10.41159697418334,-7.764661902678199,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-1.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,0.5,-1.5,2.1,1.9,-55.53699569252785,-9.804841239994856,-10.445747950929217,-7.531120250816457,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-1.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,0.5,-1.5,2.1,1.9,-54.8675165688619,-9.781916417181492,-10.445377092575654,-7.1810888978652665,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-1.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.1,5.9,25,0.0,-1.5,2.1,1.9,-55.24999395397026,-9.771384916733949,-10.336468339548444,-7.529590381542222,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,0.0,-1.5,2.1,1.9,-55.075689245946705,-9.860741713258903,-10.475957537360957,-7.170450093224645,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,0.0,-1.5,2.1,1.9,-54.56530775304418,-9.911666659929324,-10.56604350055568,-6.749800019781105,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,0.0,-1.5,2.1,1.9,-55.73343393288087,-9.864941637672018,-10.484631608065683,-7.529590381542222,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,0.0,-1.5,2.1,1.9,-54.65724738052813,-9.917329937627072,-10.60634972283151,-6.7498006473178975,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,0.0,-1.5,2.1,1.9,-55.81468643783592,-9.86591741576558,-10.524282082449645,-7.529590381542222,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,0.0,-1.5,2.1,1.9,-55.2591468145838,-9.869898966804612,-10.558529068133792,-7.170450093224645,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,0.0,-1.5,2.1,1.9,-54.415401889011264,-9.84605107671814,-10.556706151750404,-6.749800019781105,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,-0.5,-1.5,2.1,1.9,-55.35296081448905,-9.895050822466146,-10.58625434251735,-7.158509833039715,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,-0.5,-1.5,2.1,1.9,-55.316847614129074,-9.778702938405333,-10.364273307437543,-7.526198062580079,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,-0.5,-1.5,2.1,1.9,-55.11303111119196,-9.861107551667374,-10.500232761667576,-7.158509833039715,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,-0.5,-1.5,2.1,1.9,-54.57940539228729,-9.906253131048286,-10.586779568402562,-6.733252581092528,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,-0.5,-1.5,2.1,1.9,-55.761310437344946,-9.857786768698134,-10.507420888752677,-7.526198062580079,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,-0.5,-1.5,2.1,1.9,-54.639450569287874,-9.90043360332493,-10.62262168462621,-6.733252581092528,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,-0.5,-1.5,2.1,1.9,-55.811002954375,-9.847676955105273,-10.542376960860565,-7.526198062580079,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,-0.5,-1.5,2.1,1.9,-55.23287548101507,-9.847617341612931,-10.573645156633576,-7.158509833039715,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,-0.5,-1.5,2.1,1.9,-54.37229320674669,-9.820574798155576,-10.568901808524972,-6.733252581092528,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,-1.0,-1.5,2.1,1.9,-55.27303486561868,-9.865021331352182,-10.582919754378963,-7.145312042674051,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,-1.0,-1.5,2.1,1.9,-55.27242743677925,-9.761968501785304,-10.361389899160713,-7.5210135750239715,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,-1.0,-1.5,2.1,1.9,-55.04856073379051,-9.839497362147084,-10.496206657669973,-7.145312042674051,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,-1.0,-1.5,2.1,1.9,-54.50053742597811,-9.880831445974763,-10.581506602058653,-6.715773917618207,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,-1.0,-1.5,2.1,1.9,-55.69869121478405,-9.8313202795689,-10.505170010379516,-7.5210135750239715,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,-1.0,-1.5,2.1,1.9,-54.54759816545993,-9.867731547157746,-10.61813687061658,-6.715773917618207,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,-1.0,-1.5,2.1,1.9,-55.73455466597807,-9.814106425095817,-10.540315590449607,-7.5210135750239715,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,-1.0,-1.5,2.1,1.9,-55.14151128008962,-9.811573794868307,-10.570605498098304,-7.145312042674051,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,-1.0,-1.5,2.1,1.9,-54.27111851447262,-9.782785518444145,-10.564843073836526,-6.715773917618207,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.7,25,1.0,-1.5,2.1,1.9,-55.08242368360516,-9.708637054369321,-10.206952157954222,-7.766766571323387,-7.4844786876346925,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-1.5_a=7.3_b=5.7_cx=0_cy=0_cz=0.log
7.4,5.7,25,1.0,-1.5,2.1,1.9,-55.30335740419105,-9.7471837385674,-10.278872334049085,-7.766766571323387,-7.4844786876346925,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-1.5_a=7.4_b=5.7_cx=0_cy=0_cz=0.log
7.5,5.7,25,1.0,-1.5,2.1,1.9,-55.179744209279306,-9.704092626867348,-10.260156848293263,-7.766766571323387,-7.4844786876346925,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-1.5_a=7.5_b=5.7_cx=0_cy=0_cz=0.log
7.5,5.8,25,1.0,-1.5,2.1,1.9,-55.37703711818904,-9.710696542053485,-10.295702779782005,-7.747865969897248,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-1.5_a=7.5_b=5.8_cx=0_cy=0_cz=0.log
7.5,5.9,25,1.0,-1.5,2.1,1.9,-55.013046178384684,-9.690443029510787,-10.298373462457675,-7.530716134584509,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-1.5_a=7.5_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.0,25,-1.5,-1.5,2.1,1.9,-55.11474295833614,-9.81926204729825,-10.556745684763884,-7.130886842729523,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-1.5_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,-1.5,-1.5,2.1,1.9,-55.12127031770069,-9.72344064275967,-10.327796151279472,-7.514099669759163,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-1.5_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,-1.5,-1.5,2.1,1.9,-54.88655271183234,-9.798051581718028,-10.463861027092207,-7.130886842729523,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-1.5_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,-1.5,-1.5,2.1,1.9,-54.33266344026197,-9.837364455743227,-10.55023087601876,-6.6973853644449255,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-1.5_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,-1.5,-1.5,2.1,1.9,-55.549394035479054,-9.78743348509306,-10.477865167835262,-7.514099669759163,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-1.5_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,-1.5,-1.5,2.1,1.9,-54.38503793498967,-9.820854667690584,-10.592927911435254,-6.6973853644449255,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-1.5_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,-1.5,-1.5,2.1,1.9,-55.58863223565277,-9.766795936156997,-10.518121816858184,-7.514099669759163,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-1.5_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,-1.5,-1.5,2.1,1.9,-54.98810140020214,-9.763240464497358,-10.549446488497779,-7.130886842729523,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-1.5_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,-1.5,-1.5,2.1,1.9,-54.11469909676816,-9.734046816709453,-10.544566343305632,-6.6973853644449255,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.5_A2=-1.5_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,-2.0,-1.5,2.1,1.9,-54.880435744300485,-9.759192397410516,-10.507461049361154,-7.115288199274801,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-1.5_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,-2.0,-1.5,2.1,1.9,-54.86661295441445,-9.665016324259339,-10.263178309018258,-7.505526627996005,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-1.5_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,-2.0,-1.5,2.1,1.9,-54.62997391296085,-9.73851594288135,-10.402906588220503,-7.115288199274801,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-1.5_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,-2.0,-1.5,2.1,1.9,-54.078505575074814,-9.777486823964862,-10.492658088507596,-6.678128337836824,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-1.5_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,-2.0,-1.5,2.1,1.9,-55.3159728650935,-9.727653117326556,-10.42522147129057,-7.505526627996005,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-1.5_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,-2.0,-1.5,2.1,1.9,-54.153874546755105,-9.761113833228592,-10.546715565084014,-6.678128337836824,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-1.5_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,-2.0,-1.5,2.1,1.9,-55.375369196757674,-9.707012430881152,-10.475560323568061,-7.505526627996005,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-1.5_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,-2.0,-1.5,2.1,1.9,-54.77463630377315,-9.703805227414703,-10.509948499093296,-7.115288199274801,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-1.5_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,-2.0,-1.5,2.1,1.9,-53.90474680135958,-9.675427342648616,-10.507838182966225,-6.678128337836824,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-2.0_A2=-1.5_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,2.0,-2.0,2.1,1.9,-54.28282785124611,-9.775525855307931,-10.15783067524899,-7.1842741386499265,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-2.0_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,2.0,-2.0,2.1,1.9,-53.63561278197449,-9.511781519744543,-9.788364082283806,-7.5306245180545375,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-2.0_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,2.0,-2.0,2.1,1.9,-53.64726564264856,-9.639804854930844,-9.975770571327304,-7.1842741386499265,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-2.0_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,2.0,-2.0,2.1,1.9,-53.3062001527287,-9.724856305285355,-10.112924804678187,-6.770550520508549,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-2.0_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,2.0,-2.0,2.1,1.9,-54.501044453820214,-9.701305227587,-10.031556210364217,-7.5306245180545375,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-2.0_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,2.0,-2.0,2.1,1.9,-53.73705730389338,-9.812725275580306,-10.240484409965577,-6.770550520508549,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-2.0_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,2.0,-2.0,2.1,1.9,-54.90614608430769,-9.779873872117603,-10.15553838107735,-7.5306245180545375,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-2.0_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,2.0,-2.0,2.1,1.9,-54.49481453478802,-9.809228790050838,-10.230121082277037,-7.1842741386499265,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-2.0_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,2.0,-2.0,2.1,1.9,-53.779184560175054,-9.807132278976496,-10.267141034710221,-6.770550520508549,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=2.0_A2=-2.0_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,6.0,25,1.5,-2.0,2.1,1.9,-54.67343902075663,-9.84570594620891,-10.287297910894267,-7.1755906550679365,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-2.0_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,1.5,-2.0,2.1,1.9,-54.216827604104765,-9.629355558368843,-9.961139548162462,-7.531140331178904,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-2.0_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,1.5,-2.0,2.1,1.9,-54.16012078069616,-9.742265315318946,-10.134079421753997,-7.1755906550679365,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-2.0_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,1.5,-2.0,2.1,1.9,-53.758874570718035,-9.813741841644514,-10.257255869510118,-6.7567917361157015,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-2.0_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,1.5,-2.0,2.1,1.9,-54.95274623204023,-9.784204318595583,-10.174250101903453,-7.531140331178904,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-2.0_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,1.5,-2.0,2.1,1.9,-54.0745685773436,-9.871605166525114,-10.357239547942301,-6.7567917361157015,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-2.0_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
7.3,5.9,25,1.5,-2.0,2.1,1.9,-55.2475014841184,-9.834053712955212,-10.271778333582917,-7.531140331178904,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-2.0_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6.0,25,1.5,-2.0,2.1,1.9,-54.78183760808315,-9.852851402538363,-10.334351748228071,-7.1755906550679365,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-2.0_a=7.3_b=6_cx=0_cy=0_cz=0.log
7.3,6.1,25,1.5,-2.0,2.1,1.9,-54.019720438169315,-9.841488451464102,-10.359932193416169,-6.7567917361157015,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.5_A2=-2.0_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.7,25,0.5,-1.5,2.1,1.9,-54.78859463566914,-9.632719011977317,-10.11473705334356,-7.809203817392699,-7.4844786876346925,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-1.5_a=7.2_b=5.7_cx=0_cy=0_cz=0.log
7.3,5.7,25,0.5,-1.5,2.1,1.9,-55.34851176862139,-9.746433864056598,-10.280980767740402,-7.809203817392699,-7.4844786876346925,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-1.5_a=7.3_b=5.7_cx=0_cy=0_cz=0.log
7.4,5.7,25,0.5,-1.5,2.1,1.9,-55.502060955623165,-9.765245358983519,-10.338943866314366,-7.809203817392699,-7.4844786876346925,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.5_A2=-1.5_a=7.4_b=5.7_cx=0_cy=0_cz=0.log
7.2,5.8,25,0.0,-1.5,2.1,1.9,-55.67672459955793,-9.785591115709394,-10.355223985854538,-7.778721891809255,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,0.0,-1.5,2.1,1.9,-55.95522106764838,-9.83059236779809,-10.449470967811068,-7.778721891809255,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,0.0,-1.5,2.1,1.9,-55.87320802093018,-9.792793048080057,-10.446263764169998,-7.778721891809255,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,0.0,-1.5,2.1,1.9,-55.56954463617876,-9.791837350290734,-10.475791247095913,-7.529590381542222,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,0.0,-1.5,2.1,1.9,-54.87311897787731,-9.764447166235186,-10.470966950349977,-7.170450093224645,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=0.0_A2=-1.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,5.8,25,-0.5,-1.5,2.1,1.9,-55.738914605462924,-9.784970508364497,-10.381245570490137,-7.7901099431328475,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,-0.5,-1.5,2.1,1.9,-55.982380955829285,-9.817390185024124,-10.470559069013687,-7.7901099431328475,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,-0.5,-1.5,2.1,1.9,-55.87197057099547,-9.769993099675048,-10.462750961945858,-7.7901099431328475,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,-0.5,-1.5,2.1,1.9,-55.54055869486183,-9.765260419284461,-10.489571366924793,-7.526198062580079,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,-0.5,-1.5,2.1,1.9,-54.82434388063848,-9.734910270606631,-10.482086427451575,-7.158509833039715,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-0.5_A2=-1.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,5.8,25,-1.0,-1.5,2.1,1.9,-55.70129412598908,-9.763069781824015,-10.379934702126777,-7.7989126534666875,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.2_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.8,25,-1.0,-1.5,2.1,1.9,-55.928314693970606,-9.787149223091546,-10.469365544850007,-7.7989126534666875,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.8,25,-1.0,-1.5,2.1,1.9,-55.805367914261296,-9.733698548690883,-10.461342829396015,-7.7989126534666875,-7.616372504620812,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,25,-1.0,-1.5,2.1,1.9,-55.453863167902455,-9.726686751935633,-10.487389514571989,-7.5210135750239715,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6.0,25,-1.0,-1.5,2.1,1.9,-54.72476557386108,-9.694750885653775,-10.479055554198569,-7.145312042674051,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=-1.0_A2=-1.5_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.2,6.0,25,1.0,-2.0,2.1,1.9,-54.956082074786536,-9.888829688250553,-10.39049193036044,-7.165598186082207,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-2.0_a=7.2_b=6_cx=0_cy=0_cz=0.log
7.1,5.9,25,1.0,-2.0,2.1,1.9,-54.656375768827274,-9.711299579241313,-10.099630377662834,-7.529818795155734,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-2.0_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6.0,25,1.0,-2.0,2.1,1.9,-54.54186021408532,-9.811683609033935,-10.26052707922645,-7.165598186082207,-7.231840651482344,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-2.0_a=7.1_b=6_cx=0_cy=0_cz=0.log
7.1,6.1,25,1.0,-2.0,2.1,1.9,-54.0903630037792,-9.872083328897133,-10.372013643383982,-6.742081646923907,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-2.0_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,25,1.0,-2.0,2.1,1.9,-55.28685263579246,-9.837661267898511,-10.288507122488227,-7.529818795155734,-7.504697059863247,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-2.0_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.2,6.1,25,1.0,-2.0,2.1,1.9,-54.31312277901452,-9.905714099935722,-10.44976275996305,-6.742081646923907,-6.860087412293068,3,Done,tetracene_theta=25_Rt=2.1_Rp=1.9_A1=1.0_A2=-2.0_a=7.2_b=6.1_cx=0_cy=0_cz=0.log
